location,first_rental_day,return_date,gear_name,description,price
Silvaplana ,2023-12-15,2023-12-17,Skiboots economy,;Allround ski boot;Comfortable wearing;Excellent driving performance;Type according to availability;,CHF 48.60
Silvaplana ,2023-12-15,2023-12-17,Alpine touring ski boots,;Type according to availability;,CHF 56.70
Silvaplana ,2023-12-15,2023-12-17,Touring Ski Premium,;Type according to availability;incl. skins and poles;,CHF 121.50
Silvaplana ,2023-12-15,2023-12-17,Touring Set Premium,";Set includes alpine touring skis, poles, skins and touring ski boots;Suitable for piste tours or ski tours in open terrain;",CHF 121.50
Silvaplana ,2023-12-15,2023-12-17,Skiing jacket adult,;Waterproof;Windproof;Pleasant temperature for your perfect skiing experience;Type according to availability;,CHF 89.10
Silvaplana ,2023-12-15,2023-12-17,Skiing pants adult,;Waterproof;Windproof;Perfect fit;Type according to availability;,CHF 56.70
Silvaplana ,2023-12-15,2023-12-17,Cancellation option,;With the cancellation option you can cancel your reservation until 12.00 the day before.;You will get the full rental amount back less the cancellation fee.;,CHF 5.00
Silvaplana ,2023-12-15,2023-12-17,Jacket / Pants,;Type according to availability;,CHF 121.50
Silvaplana ,2023-12-15,2023-12-17,Snowboard premium,;Top Performance;Supporting swing release;Perfect for powder;Type according to availability;,CHF 121.50
Silvaplana ,2023-12-15,2023-12-17,Snowboard Economy,;Perfect for all levels;Tolerance for failures;Stable Board;Type according to availability;,CHF 94.50
Silvaplana ,2023-12-15,2023-12-17,Snowboardboots premium,;Direct Power Transmission;Safe stand & warm feet;Maximum heel stability;Type according to availability;,CHF 56.70
Silvaplana ,2023-12-15,2023-12-17,Snowboard boots economy,;Easy entry & exit;Safe stand;Best processing;Type according to availability;,CHF 48.60
Silvaplana ,2023-12-15,2023-12-17,Nordic Set Skating,;Type according to availability;,CHF 91.80
Silvaplana ,2023-12-15,2023-12-17,Nordic Set Classic,;Type according to availability;,CHF 70.20
Silvaplana ,2023-12-15,2023-12-17,Helmet,;Perfect fitting comfort;Perfect protection;Checked for safety;Type according to availability;,CHF 27.00
Silvaplana ,2023-12-15,2023-12-17,Snowshoes,;Great natural experience;Easy going on snow;Highest Comfort;,CHF 29.70
Silvaplana ,2023-12-15,2023-12-17,Sledges,;Comfortable Seating;Rubber bearing for dumping;Easy steering;,CHF 29.70
Sils i.E. ,2023-12-15,2023-12-15,Ski set Premium,";Skiset (ski, boots, poles);Perfect run at high speed;Optimal power transmission;Type according to availability;",CHF 79.20
Sils i.E. ,2023-12-15,2023-12-15,Ski set Economy,";Skiset (ski, boots, poles);Comfort with little effort;Run with high fault tolerance;Type according to availability;",CHF 62.10
Sils i.E. ,2023-12-15,2023-12-15,Ski Exclusive,;Highest Quality & innovative technology;Direct power transmission;Power for sporting descents;Type according to availability;,CHF 62.10
Sils i.E. ,2023-12-15,2023-12-15,Ski Premium,;For sporty bargain hunters;A ton of fun on the slopes;Type according to availability;,CHF 53.10
Sils i.E. ,2023-12-15,2023-12-15,Ski Economy,;For the price-conscious;Type according to availability;,CHF 44.10
Sils i.E. ,2023-12-15,2023-12-15,Ski poles,;Perfect length for everybody;Good grip;With savety straps;,CHF 9.00
Sils i.E. ,2023-12-15,2023-12-15,Skiboots premium,;Direct force transmission;High Comfort & perfect Footing;Better Performance;Type according to availability;,CHF 26.10
Sils i.E. ,2023-12-15,2023-12-15,Skiboots economy,;Allround ski boot;Comfortable wearing;Excellent driving performance;Type according to availability;,CHF 18.00
Sils i.E. ,2023-12-15,2023-12-15,Cancellation option,;With the cancellation option you can cancel your reservation until 12.00 the day before.;You will get the full rental amount back less the cancellation fee.;,CHF 5.00
Sils i.E. ,2023-12-15,2023-12-15,Snowboard Economy,;Perfect for all levels;Tolerance for failures;Stable Board;Type according to availability;,CHF 44.10
Sils i.E. ,2023-12-15,2023-12-15,Snowboard boots economy,;Easy entry & exit;Safe stand;Best processing;Type according to availability;,CHF 18.00
Sils i.E. ,2023-12-15,2023-12-15,Nordic Set Skating,;Type according to availability;,CHF 44.10
Sils i.E. ,2023-12-15,2023-12-15,Nordic Set Classic,;Type according to availability;,CHF 35.10
Sils i.E. ,2023-12-15,2023-12-15,Sledges,;Comfortable Seating;Rubber bearing for dumping;Easy steering;,CHF 18.00
Sils i.E. ,2023-12-15,2023-12-15,Helmet,;Perfect fitting comfort;Perfect protection;Checked for safety;Type according to availability;,CHF 12.60
Sils i.E. ,2023-12-15,2023-12-15,Snowshoes,;Great natural experience;Easy going on snow;Highest Comfort;,CHF 18.00
Sils i.E. ,2023-12-15,2023-12-16,Ski set Premium,";Skiset (ski, boots, poles);Perfect run at high speed;Optimal power transmission;Type according to availability;",CHF 136.80
Sils i.E. ,2023-12-15,2023-12-16,Ski set Economy,";Skiset (ski, boots, poles);Comfort with little effort;Run with high fault tolerance;Type according to availability;",CHF 111.60
Sils i.E. ,2023-12-15,2023-12-16,Ski Exclusive,;Highest Quality & innovative technology;Direct power transmission;Power for sporting descents;Type according to availability;,CHF 111.60
Sils i.E. ,2023-12-15,2023-12-16,Ski Premium,;For sporty bargain hunters;A ton of fun on the slopes;Type according to availability;,CHF 93.60
Sils i.E. ,2023-12-15,2023-12-16,Ski Economy,;For the price-conscious;Type according to availability;,CHF 77.40
Sils i.E. ,2023-12-15,2023-12-16,Ski poles,;Perfect length for everybody;Good grip;With savety straps;,CHF 15.30
Sils i.E. ,2023-12-15,2023-12-16,Skiboots premium,;Direct force transmission;High Comfort & perfect Footing;Better Performance;Type according to availability;,CHF 43.20
Sils i.E. ,2023-12-15,2023-12-16,Skiboots economy,;Allround ski boot;Comfortable wearing;Excellent driving performance;Type according to availability;,CHF 34.20
Sils i.E. ,2023-12-15,2023-12-16,Cancellation option,;With the cancellation option you can cancel your reservation until 12.00 the day before.;You will get the full rental amount back less the cancellation fee.;,CHF 5.00
Sils i.E. ,2023-12-15,2023-12-16,Snowboard Economy,;Perfect for all levels;Tolerance for failures;Stable Board;Type according to availability;,CHF 77.40
Sils i.E. ,2023-12-15,2023-12-16,Snowboard boots economy,;Easy entry & exit;Safe stand;Best processing;Type according to availability;,CHF 34.20
Sils i.E. ,2023-12-15,2023-12-16,Nordic Set Skating,;Type according to availability;,CHF 77.40
Sils i.E. ,2023-12-15,2023-12-16,Nordic Set Classic,;Type according to availability;,CHF 54.00
Sils i.E. ,2023-12-15,2023-12-16,Sledges,;Comfortable Seating;Rubber bearing for dumping;Easy steering;,CHF 23.40
Sils i.E. ,2023-12-15,2023-12-16,Helmet,;Perfect fitting comfort;Perfect protection;Checked for safety;Type according to availability;,CHF 19.80
Sils i.E. ,2023-12-15,2023-12-16,Snowshoes,;Great natural experience;Easy going on snow;Highest Comfort;,CHF 23.40
La Punt ,2023-12-15,2023-12-15,Ski Superior,;For skiers who want something special;High end skis from this season;Free ski-model exchange;Free daily service;,€32.40
La Punt ,2023-12-15,2023-12-15,Ski Premium,;For beginners to sporty ones;Novelties of the season;Free ski-model exchange;,€26.10
La Punt ,2023-12-15,2023-12-15,Ski Economy,;For the price-conscious;Brand skis;,€23.40
La Punt ,2023-12-15,2023-12-15,Skiboots economy,;Allround ski boot;Comfortable wearing;Excellent driving performance;,€10.80
La Punt ,2023-12-15,2023-12-15,Alpine touring ski,;With skins and poles;With the best skiservice;For your adventure in the alps;,€32.40
La Punt ,2023-12-15,2023-12-15,Ski jacket and ski pants,;Best fit & extremely comfortable;Wonderfully warming & super light;Windproof/waterproof & breathable;High-end ski suit for all weather conditions;,€45.00
La Punt ,2023-12-15,2023-12-15,Alpine touring ski boots,;perfect fitting touring boots;the newest models of the season;different brands;,€10.80
La Punt ,2023-12-15,2023-12-15,Ski helmet,;Optimal wearing comfort;Perfect protection;Verified material;,€6.30
La Punt ,2023-12-15,2023-12-15,Snowboard Economy,;Lightweight and stable board;Tolerance for failures;Stable Board;,€23.40
La Punt ,2023-12-15,2023-12-15,Snowboard boots Premium,;Direct Power Transmission;Safe stand & warm feet;Maximum heel stability;,€10.80
La Punt ,2023-12-15,2023-12-15,Snowblades,;Extreme sidecut;For turning and reversing;Max. length 90cm;Very narrow radius;,€13.50
La Punt ,2023-12-15,2023-12-15,Snow shoes incl. poles,;Great natural experience;Easy going on snow;Highest comfort;,€10.80
La Punt ,2023-12-15,2023-12-15,Skating shoes,;Suitable for skating rinks & natural ice.;For beginners and pro's;Perfect fitting;,€5.40
La Punt ,2023-12-15,2023-12-16,Ski Superior,;For skiers who want something special;High end skis from this season;Free ski-model exchange;Free daily service;,€59.40
La Punt ,2023-12-15,2023-12-16,Ski Premium,;For beginners to sporty ones;Novelties of the season;Free ski-model exchange;,€51.30
La Punt ,2023-12-15,2023-12-16,Ski Economy,;For the price-conscious;Brand skis;,€42.30
La Punt ,2023-12-15,2023-12-16,Skiboots economy,;Allround ski boot;Comfortable wearing;Excellent driving performance;,€20.70
La Punt ,2023-12-15,2023-12-16,Alpine touring ski,;With skins and poles;With the best skiservice;For your adventure in the alps;,€59.40
La Punt ,2023-12-15,2023-12-16,Ski jacket and ski pants,;Best fit & extremely comfortable;Wonderfully warming & super light;Windproof/waterproof & breathable;High-end ski suit for all weather conditions;,€79.00
La Punt ,2023-12-15,2023-12-16,Alpine touring ski boots,;perfect fitting touring boots;the newest models of the season;different brands;,€20.70
La Punt ,2023-12-15,2023-12-16,Ski helmet,;Optimal wearing comfort;Perfect protection;Verified material;,€10.80
La Punt ,2023-12-15,2023-12-16,Snowboard Economy,;Lightweight and stable board;Tolerance for failures;Stable Board;,€42.30
La Punt ,2023-12-15,2023-12-16,Snowboard boots Premium,;Direct Power Transmission;Safe stand & warm feet;Maximum heel stability;,€20.70
La Punt ,2023-12-15,2023-12-16,Snowblades,;Extreme sidecut;For turning and reversing;Max. length 90cm;Very narrow radius;,€26.10
La Punt ,2023-12-15,2023-12-16,Snow shoes incl. poles,;Great natural experience;Easy going on snow;Highest comfort;,€20.70
La Punt ,2023-12-15,2023-12-16,Skating shoes,;Suitable for skating rinks & natural ice.;For beginners and pro's;Perfect fitting;,€8.10
La Punt ,2023-12-15,2023-12-17,Ski Superior,;For skiers who want something special;High end skis from this season;Free ski-model exchange;Free daily service;,€83.70
La Punt ,2023-12-15,2023-12-17,Ski Premium,;For beginners to sporty ones;Novelties of the season;Free ski-model exchange;,€74.70
La Punt ,2023-12-15,2023-12-17,Ski Economy,;For the price-conscious;Brand skis;,€61.20
La Punt ,2023-12-15,2023-12-17,Skiboots economy,;Allround ski boot;Comfortable wearing;Excellent driving performance;,€26.10
La Punt ,2023-12-15,2023-12-17,Alpine touring ski,;With skins and poles;With the best skiservice;For your adventure in the alps;,€83.70
La Punt ,2023-12-15,2023-12-17,Ski jacket and ski pants,;Best fit & extremely comfortable;Wonderfully warming & super light;Windproof/waterproof & breathable;High-end ski suit for all weather conditions;,€109.00
La Punt ,2023-12-15,2023-12-17,Alpine touring ski boots,;perfect fitting touring boots;the newest models of the season;different brands;,€26.10
La Punt ,2023-12-15,2023-12-17,Ski helmet,;Optimal wearing comfort;Perfect protection;Verified material;,€14.40
La Punt ,2023-12-15,2023-12-17,Snowboard Economy,;Lightweight and stable board;Tolerance for failures;Stable Board;,€61.20
La Punt ,2023-12-15,2023-12-17,Snowboard boots Premium,;Direct Power Transmission;Safe stand & warm feet;Maximum heel stability;,€26.10
La Punt ,2023-12-15,2023-12-17,Snowblades,;Extreme sidecut;For turning and reversing;Max. length 90cm;Very narrow radius;,€35.10
La Punt ,2023-12-15,2023-12-17,Snow shoes incl. poles,;Great natural experience;Easy going on snow;Highest comfort;,€26.10
La Punt ,2023-12-15,2023-12-17,Skating shoes,;Suitable for skating rinks & natural ice.;For beginners and pro's;Perfect fitting;,€10.80
Gstaad ,2023-12-15,2023-12-15,Ski Exclusive,;Highest Quality & innovative technology;Direct power transmission;Power for sporting descents;Type according to availability;,CHF 59.40
Gstaad ,2023-12-15,2023-12-15,Ski Premium,;For sporty bargain hunters;A ton of fun on the slopes;Type according to availability;,CHF 50.40
Gstaad ,2023-12-15,2023-12-15,Ski Economy,;For the price-conscious;Type according to availability;,CHF 41.40
Gstaad ,2023-12-15,2023-12-15,Skiboots premium,;Direct force transmission;High Comfort & perfect Footing;Better Performance;Type according to availability;,CHF 23.40
Gstaad ,2023-12-15,2023-12-15,Skiboots economy,;Allround ski boot;Comfortable wearing;Excellent driving performance;Type according to availability;,CHF 20.70
Gstaad ,2023-12-15,2023-12-15,Cancellation option,;With the cancellation option you can cancel your reservation until 12.00 the day before.;You will get the full rental amount back less the cancellation fee.;,CHF 5.00
Gstaad ,2023-12-15,2023-12-15,Nordic Set Skating,;Type according to availability;,CHF 40.50
Gstaad ,2023-12-15,2023-12-15,Nordic Set Classic,;Type according to availability;,CHF 40.50
Gstaad ,2023-12-15,2023-12-15,Snowshoes,;Great natural experience;Easy going on snow;Highest Comfort;,CHF 20.70
Gstaad ,2023-12-15,2023-12-15,Helmet,;Perfect fitting comfort;Perfect protection;Checked for safety;Type according to availability;,CHF 9.00
Gstaad ,2023-12-15,2023-12-16,Ski Exclusive,;Highest Quality & innovative technology;Direct power transmission;Power for sporting descents;Type according to availability;,CHF 107.10
Gstaad ,2023-12-15,2023-12-16,Ski Premium,;For sporty bargain hunters;A ton of fun on the slopes;Type according to availability;,CHF 90.90
Gstaad ,2023-12-15,2023-12-16,Ski Economy,;For the price-conscious;Type according to availability;,CHF 74.70
Gstaad ,2023-12-15,2023-12-16,Skiboots premium,;Direct force transmission;High Comfort & perfect Footing;Better Performance;Type according to availability;,CHF 42.30
Gstaad ,2023-12-15,2023-12-16,Skiboots economy,;Allround ski boot;Comfortable wearing;Excellent driving performance;Type according to availability;,CHF 36.90
Gstaad ,2023-12-15,2023-12-16,Cancellation option,;With the cancellation option you can cancel your reservation until 12.00 the day before.;You will get the full rental amount back less the cancellation fee.;,CHF 5.00
Gstaad ,2023-12-15,2023-12-16,Nordic Set Skating,;Type according to availability;,CHF 72.90
Gstaad ,2023-12-15,2023-12-16,Nordic Set Classic,;Type according to availability;,CHF 72.90
Gstaad ,2023-12-15,2023-12-16,Snowshoes,;Great natural experience;Easy going on snow;Highest Comfort;,CHF 31.50
Gstaad ,2023-12-15,2023-12-16,Helmet,;Perfect fitting comfort;Perfect protection;Checked for safety;Type according to availability;,CHF 13.50
Gstaad ,2023-12-15,2023-12-17,Ski Exclusive,;Highest Quality & innovative technology;Direct power transmission;Power for sporting descents;Type according to availability;,CHF 142.20
Gstaad ,2023-12-15,2023-12-17,Ski Premium,;For sporty bargain hunters;A ton of fun on the slopes;Type according to availability;,CHF 120.60
Gstaad ,2023-12-15,2023-12-17,Ski Economy,;For the price-conscious;Type according to availability;,CHF 99.00
Gstaad ,2023-12-15,2023-12-17,Skiboots premium,;Direct force transmission;High Comfort & perfect Footing;Better Performance;Type according to availability;,CHF 55.80
Gstaad ,2023-12-15,2023-12-17,Skiboots economy,;Allround ski boot;Comfortable wearing;Excellent driving performance;Type according to availability;,CHF 49.50
Gstaad ,2023-12-15,2023-12-17,Cancellation option,;With the cancellation option you can cancel your reservation until 12.00 the day before.;You will get the full rental amount back less the cancellation fee.;,CHF 5.00
Gstaad ,2023-12-15,2023-12-17,Nordic Set Skating,;Type according to availability;,CHF 97.20
Gstaad ,2023-12-15,2023-12-17,Nordic Set Classic,;Type according to availability;,CHF 97.20
Gstaad ,2023-12-15,2023-12-17,Snowshoes,;Great natural experience;Easy going on snow;Highest Comfort;,CHF 41.40
Gstaad ,2023-12-15,2023-12-17,Helmet,;Perfect fitting comfort;Perfect protection;Checked for safety;Type according to availability;,CHF 18.00
Scuol ,2023-12-15,2023-12-15,Ski Exclusive,;Highest Quality & innovative technology;Direct power transmission;Power for sporting descents;Type according to availability;,CHF 59.40
Scuol ,2023-12-15,2023-12-15,Ski Test,;rent the newest models to test;Models can be changed as often as desired on the day of rental;,CHF 59.40
Scuol ,2023-12-15,2023-12-15,Ski Premium,;For sporty bargain hunters;A ton of fun on the slopes;Type according to availability;,CHF 49.50
Scuol ,2023-12-15,2023-12-15,Ski Economy,;For the price-conscious;Type according to availability;,CHF 37.60
Scuol ,2023-12-15,2023-12-15,Skiboots economy,;Allround ski boot;Comfortable wearing;Excellent driving performance;Type according to availability;,CHF 18.80
Scuol ,2023-12-15,2023-12-15,Alpine economy touring ski,;incl. skins and poles;with the best skiservice;for your adventure in the alps;Type according to availability;,CHF 49.50
Scuol ,2023-12-15,2023-12-15,Split Board,;Top Performance;Type according to availability;,CHF 59.40
Scuol ,2023-12-15,2023-12-15,Cancellation option,;With the cancellation option you can cancel your reservation until 12.00 the day before.;You will get the full rental amount back less the cancellation fee.;,CHF 5.00
Scuol ,2023-12-15,2023-12-15,Skiing jacket adult,;Waterproof;Windproof;Pleasant temperature for your perfect skiing experience;Type according to availability;,CHF 18.80
Scuol ,2023-12-15,2023-12-15,Skiing pants adult,;Waterproof;Windproof;Perfect fit;Type according to availability;,CHF 18.80
Scuol ,2023-12-15,2023-12-15,Snowboard Economy,;Perfect for all levels;Tolerance for failures;Stable Board;Type according to availability;,CHF 37.60
Scuol ,2023-12-15,2023-12-15,Snowboard boots economy,;Easy entry & exit;Safe stand;Best processing;Type according to availability;,CHF 18.80
Scuol ,2023-12-15,2023-12-15,Nordic Set Skating,;Type according to availability;,CHF 37.60
Scuol ,2023-12-15,2023-12-15,Nordic Set Classic,;Type according to availability;,CHF 28.70
Scuol ,2023-12-15,2023-12-15,Toboggan,;Comfortable Seating;Easy steering;,CHF 12.85
Scuol ,2023-12-15,2023-12-15,Helmet,;Perfect fitting comfort;Perfect protection;Checked for safety;Type according to availability;,CHF 8.90
Scuol ,2023-12-15,2023-12-15,Snowshoes,;Great natural experience;Easy going on snow;Highest Comfort;,CHF 18.80
Scuol ,2023-12-15,2023-12-15,Back protection (shield),;Protection of the lumbar vertebrae;Perfect fit;No friction;,CHF 9.90
Scuol ,2023-12-15,2023-12-15,Sledges,;Comfortable Seating;Rubber bearing for dumping;Easy steering;,CHF 10.00
Scuol ,2023-12-15,2023-12-15,Comfort Depot Box 2 persons,";Personal Ski Locker;Storage for 2 pairs of ski, shoes & helmets;Drying with warm air;",CHF 9.00
Scuol ,2023-12-15,2023-12-16,Ski Exclusive,;Highest Quality & innovative technology;Direct power transmission;Power for sporting descents;Type according to availability;,CHF 108.90
Scuol ,2023-12-15,2023-12-16,Ski Premium,;For sporty bargain hunters;A ton of fun on the slopes;Type according to availability;,CHF 89.10
Scuol ,2023-12-15,2023-12-16,Ski Test,;rent the newest models to test;Models can be changed as often as desired on the day of rental;,CHF 108.90
Scuol ,2023-12-15,2023-12-16,Ski Economy,;For the price-conscious;Type according to availability;,CHF 71.30
Scuol ,2023-12-15,2023-12-16,Skiboots economy,;Allround ski boot;Comfortable wearing;Excellent driving performance;Type according to availability;,CHF 35.65
Scuol ,2023-12-15,2023-12-16,Alpine economy touring ski,;incl. skins and poles;with the best skiservice;for your adventure in the alps;Type according to availability;,CHF 89.10
Scuol ,2023-12-15,2023-12-16,Split Board,;Top Performance;Type according to availability;,CHF 108.90
Scuol ,2023-12-15,2023-12-16,Cancellation option,;With the cancellation option you can cancel your reservation until 12.00 the day before.;You will get the full rental amount back less the cancellation fee.;,CHF 5.00
Scuol ,2023-12-15,2023-12-16,Skiing jacket adult,;Waterproof;Windproof;Pleasant temperature for your perfect skiing experience;Type according to availability;,CHF 35.65
Scuol ,2023-12-15,2023-12-16,Skiing pants adult,;Waterproof;Windproof;Perfect fit;Type according to availability;,CHF 35.65
Scuol ,2023-12-15,2023-12-16,Snowboard Economy,;Perfect for all levels;Tolerance for failures;Stable Board;Type according to availability;,CHF 71.30
Scuol ,2023-12-15,2023-12-16,Snowboard boots economy,;Easy entry & exit;Safe stand;Best processing;Type according to availability;,CHF 35.65
Scuol ,2023-12-15,2023-12-16,Nordic Set Skating,;Type according to availability;,CHF 71.30
Scuol ,2023-12-15,2023-12-16,Nordic Set Classic,;Type according to availability;,CHF 55.45
Scuol ,2023-12-15,2023-12-16,Sledges,;Comfortable Seating;Rubber bearing for dumping;Easy steering;,CHF 15.85
Scuol ,2023-12-15,2023-12-16,Toboggan,;Comfortable Seating;Easy steering;,CHF 24.75
Scuol ,2023-12-15,2023-12-16,Helmet,;Perfect fitting comfort;Perfect protection;Checked for safety;Type according to availability;,CHF 15.85
Scuol ,2023-12-15,2023-12-16,Snowshoes,;Great natural experience;Easy going on snow;Highest Comfort;,CHF 35.65
Scuol ,2023-12-15,2023-12-16,Back protection (shield),;Protection of the lumbar vertebrae;Perfect fit;No friction;,CHF 15.85
Scuol ,2023-12-15,2023-12-16,Comfort Depot Box 2 persons,";Personal Ski Locker;Storage for 2 pairs of ski, shoes & helmets;Drying with warm air;",CHF 18.00
Scuol ,2023-12-15,2023-12-17,Ski Exclusive,;Highest Quality & innovative technology;Direct power transmission;Power for sporting descents;Type according to availability;,CHF 148.50
Scuol ,2023-12-15,2023-12-17,Ski Test,;rent the newest models to test;Models can be changed as often as desired on the day of rental;,CHF 143.55
Scuol ,2023-12-15,2023-12-17,Ski Premium,;For sporty bargain hunters;A ton of fun on the slopes;Type according to availability;,CHF 118.80
Scuol ,2023-12-15,2023-12-17,Ski Economy,;For the price-conscious;Type according to availability;,CHF 94.05
Scuol ,2023-12-15,2023-12-17,Skiboots economy,;Allround ski boot;Comfortable wearing;Excellent driving performance;Type according to availability;,CHF 48.50
Scuol ,2023-12-15,2023-12-17,Alpine economy touring ski,;incl. skins and poles;with the best skiservice;for your adventure in the alps;Type according to availability;,CHF 113.85
Scuol ,2023-12-15,2023-12-17,Split Board,;Top Performance;Type according to availability;,CHF 143.55
Scuol ,2023-12-15,2023-12-17,Cancellation option,;With the cancellation option you can cancel your reservation until 12.00 the day before.;You will get the full rental amount back less the cancellation fee.;,CHF 5.00
Scuol ,2023-12-15,2023-12-17,Skiing jacket adult,;Waterproof;Windproof;Pleasant temperature for your perfect skiing experience;Type according to availability;,CHF 48.50
Scuol ,2023-12-15,2023-12-17,Skiing pants adult,;Waterproof;Windproof;Perfect fit;Type according to availability;,CHF 48.50
Scuol ,2023-12-15,2023-12-17,Snowboard Economy,;Perfect for all levels;Tolerance for failures;Stable Board;Type according to availability;,CHF 89.10
Scuol ,2023-12-15,2023-12-17,Snowboard boots economy,;Easy entry & exit;Safe stand;Best processing;Type according to availability;,CHF 48.50
Scuol ,2023-12-15,2023-12-17,Nordic Set Classic,;Type according to availability;,CHF 72.25
Scuol ,2023-12-15,2023-12-17,Nordic Set Skating,;Type according to availability;,CHF 89.10
Scuol ,2023-12-15,2023-12-17,Toboggan,;Comfortable Seating;Easy steering;,CHF 33.65
Scuol ,2023-12-15,2023-12-17,Helmet,;Perfect fitting comfort;Perfect protection;Checked for safety;Type according to availability;,CHF 20.80
Scuol ,2023-12-15,2023-12-17,Snowshoes,;Great natural experience;Easy going on snow;Highest Comfort;,CHF 48.50
Scuol ,2023-12-15,2023-12-17,Back protection (shield),;Protection of the lumbar vertebrae;Perfect fit;No friction;,CHF 21.80
Scuol ,2023-12-15,2023-12-17,Sledges,;Comfortable Seating;Rubber bearing for dumping;Easy steering;,CHF 21.80
Scuol ,2023-12-15,2023-12-17,Comfort Depot Box 2 persons,";Personal Ski Locker;Storage for 2 pairs of ski, shoes & helmets;Drying with warm air;",CHF 27.00
Les Diablerets ,2023-12-15,2023-12-15,Ski Exclusive,;Highest Quality & innovative technology;Direct power transmission;Power for sporting descents;Type according to availability;,CHF 48.00
Les Diablerets ,2023-12-15,2023-12-15,Ski Premium,;For sporty bargain hunters;A ton of fun on the slopes;Type according to availability;,CHF 40.00
Les Diablerets ,2023-12-15,2023-12-15,Ski Economy,;For the price-conscious;Type according to availability;,CHF 30.40
Les Diablerets ,2023-12-15,2023-12-15,Ski Budget,;Type according to availability;,CHF 22.40
Les Diablerets ,2023-12-15,2023-12-15,Skiboots economy,;Allround ski boot;Comfortable wearing;Excellent driving performance;Type according to availability;,CHF 15.20
Les Diablerets ,2023-12-15,2023-12-15,Alpine touring ski boots,;Type according to availability;,CHF 15.20
Les Diablerets ,2023-12-15,2023-12-15,Telemark skiboots,;Type according to availability;,CHF 15.20
Les Diablerets ,2023-12-15,2023-12-15,Touring Ski Premium,;Type according to availability;incl. skins and poles;,CHF 40.00
Les Diablerets ,2023-12-15,2023-12-15,Cancellation option,;With the cancellation option you can cancel your reservation until 12.00 the day before.;You will get the full rental amount back less the cancellation fee.;,CHF 5.00
Les Diablerets ,2023-12-15,2023-12-15,Snowboard Economy,;Perfect for all levels;Tolerance for failures;Stable Board;Type according to availability;,CHF 30.40
Les Diablerets ,2023-12-15,2023-12-15,Snowboard boots economy,;Easy entry & exit;Safe stand;Best processing;Type according to availability;,CHF 15.20
Les Diablerets ,2023-12-15,2023-12-15,Nordic Set Skating,;Type according to availability;,CHF 30.40
Les Diablerets ,2023-12-15,2023-12-15,Nordic Set Classic,;Type according to availability;,CHF 22.40
Les Diablerets ,2023-12-15,2023-12-15,Helmet,;Perfect fitting comfort;Perfect protection;Checked for safety;Type according to availability;,CHF 6.40
Les Diablerets ,2023-12-15,2023-12-15,Snowshoes,;Great natural experience;Easy going on snow;Highest Comfort;,CHF 15.20
Les Diablerets ,2023-12-15,2023-12-16,Ski Exclusive,;Highest Quality & innovative technology;Direct power transmission;Power for sporting descents;Type according to availability;,CHF 87.20
Les Diablerets ,2023-12-15,2023-12-16,Ski Premium,;For sporty bargain hunters;A ton of fun on the slopes;Type according to availability;,CHF 72.00
Les Diablerets ,2023-12-15,2023-12-16,Ski Economy,;For the price-conscious;Type according to availability;,CHF 57.60
Les Diablerets ,2023-12-15,2023-12-16,Ski Budget,;Type according to availability;,CHF 40.80
Les Diablerets ,2023-12-15,2023-12-16,Skiboots economy,;Allround ski boot;Comfortable wearing;Excellent driving performance;Type according to availability;,CHF 28.80
Les Diablerets ,2023-12-15,2023-12-16,Alpine touring ski boots,;Type according to availability;,CHF 28.80
Les Diablerets ,2023-12-15,2023-12-16,Telemark skiboots,;Type according to availability;,CHF 28.80
Les Diablerets ,2023-12-15,2023-12-16,Touring Ski Premium,;Type according to availability;incl. skins and poles;,CHF 72.00
Les Diablerets ,2023-12-15,2023-12-16,Cancellation option,;With the cancellation option you can cancel your reservation until 12.00 the day before.;You will get the full rental amount back less the cancellation fee.;,CHF 5.00
Les Diablerets ,2023-12-15,2023-12-16,Snowboard Economy,;Perfect for all levels;Tolerance for failures;Stable Board;Type according to availability;,CHF 57.60
Les Diablerets ,2023-12-15,2023-12-16,Snowboard boots economy,;Easy entry & exit;Safe stand;Best processing;Type according to availability;,CHF 28.80
Les Diablerets ,2023-12-15,2023-12-16,Nordic Set Classic,;Type according to availability;,CHF 40.80
Les Diablerets ,2023-12-15,2023-12-16,Nordic Set Skating,;Type according to availability;,CHF 57.60
Les Diablerets ,2023-12-15,2023-12-16,Helmet,;Perfect fitting comfort;Perfect protection;Checked for safety;Type according to availability;,CHF 11.20
Les Diablerets ,2023-12-15,2023-12-16,Snowshoes,;Great natural experience;Easy going on snow;Highest Comfort;,CHF 28.80
Les Diablerets ,2023-12-15,2023-12-17,Ski Exclusive,;Highest Quality & innovative technology;Direct power transmission;Power for sporting descents;Type according to availability;,CHF 110.40
Les Diablerets ,2023-12-15,2023-12-17,Ski Premium,;For sporty bargain hunters;A ton of fun on the slopes;Type according to availability;,CHF 92.00
Les Diablerets ,2023-12-15,2023-12-17,Ski Economy,;For the price-conscious;Type according to availability;,CHF 71.20
Les Diablerets ,2023-12-15,2023-12-17,Ski Budget,;Type according to availability;,CHF 52.00
Les Diablerets ,2023-12-15,2023-12-17,Skiboots economy,;Allround ski boot;Comfortable wearing;Excellent driving performance;Type according to availability;,CHF 37.60
Les Diablerets ,2023-12-15,2023-12-17,Telemark skiboots,;Type according to availability;,CHF 37.60
