""
  Le Noirmont
  Vevey
  Parsonz
  Fürstenau
  Bitsch
 Isenthal
  Gudo
  Bivio
  Vissoie
  Breil/Brigels
  Coglio
  Fideris
  Blatten (Lötschen)
  Spinas
  Le Pâquier
  Hospental
  Couvet
 Klosters-Serneus
  Davos Clavadel
  Schangnau
  Gebenstorf
  Horboden
  Gimmelwald
  Vella
  Innereriz
  Ronchini
  Le Châble
  Guarda
  Rigi Kulm
 0 Brusimpiano VA
  Willerzell
  Medel (Lucmagn)
  Madulain
  Uznach
  Oberägeri
  Gasenried
  Marbach
  Nendeln
  Montfaucon
  La Chaux-de-Fonds
 
 Surses
  Magglingen/Macolin
  Villars-sur-Ollon
  Ruis
  Lavin
  Sta. Maria
  Kerns
  Vrin
  Hasle
  Vals
  Malvaglia
  Chailly
  Bettwil
  Faulensee
 Bosco Gurin
  Matt
  La Praz
  Bregaglia
  Stels
  Obermutten
  Schwyz
  Bever
  Biel
  Buochs
  Oberwil im Simmental
  Dallenwil
  Crassier
 Rougemont
  Klosters Platz
  Sils im Domleschg
  Grimentz
  Rueras
 Rothwald
  Villeneuve
  Montreux
  Obergesteln
  Malans
  Juf
  Brigerbad
  Santa Maria Val Müstair
  Versegères
  Rigi Kaltbad
  Zäziwil
  Hinterrhein
 0 Goumois
 Brienz
  Les Marécottes
  Kandersteg
 Diemtigen
  Ruswil
  Unterkulm
  Nendaz
  villaz
  Bosco Gurin
  Lütisburg
  Zweisimmen
  Meiringen
  Noville
 Sion
  Mosnang
  Fribourg
  Essertines-sur-Rolle
  Suraua
  Obergoms VS
  Sigriswil
  Locarno
  Alterswil
  Neckertal
  Crana
  Giswil
  Chessel
  Sigigen
  Visperterminen
  Romainmôtier-Envy
  Grandson
  Avry-devant-Pont
  Vernamiège
  Gingins
  Eggiwil
  Brail
  Malters
  Turgi
  Cavagnago
 Schwyz
  Samnaun Laret
  Ganterschwil
 Hasliberg
  Les Ponts-de-Martel
  Melchtal
  Matten (St. Stephan)
  Mogelsberg
  Corseaux
  Oberhofen am Thunersee
  Lauenen
  Saanenmöser
  Les Charbonnières
  Quarten
  Rickenbach
  Guttet-Feschel
  Salvan
  Chalais
  Bonaduz
  Grüsch
  Breil-Brigels
  Bosco/Gurin
  Marly
  Sainte-Croix
  Aeschi bei Spiez
  Rosswald
  Thun
 Anniviers
  Prato (Leventina)
  Vex
  Spiringen
  Menziken
  Saint-Luc
  Filisur
  Stans
  Gerra (Verzasca)
  Jenaz
  Brione (Verzasca)
  Sundlauenen
  Vernayaz
  Moléson-Village
  Romanel-sur-Morges
  Forst-Längenbühl
  Baulmes
  Attalens
 Bourg-Saint-Pierre
  Gsteig
  Schaan
  Vouvry
  La Ferrière
  La Côte-aux-Fées
 Val-d'Illiez
 0 Tubre BZ
 1 Bulle
  Rüschegg
  Surava
  Mont-Soleil
  Muri
  Hasliberg
  Urmein
  Verbier
 Malvaglia
  Dürnten
  Neuchâtel
  Collons
  Mürren
  Fidaz
  Fuldera
  Montcherand
  Gunten
  Braunwald
  Schellenberg
  Bratsch
  Rigi Scheidegg
  Goldingen
  Altdorf
  Muotathal
  Boltigen
  Seewen
  Escholzmatt
  Wiler (Lötschen)
  Zinal
  Thielle
  Saillon
  Obbürgen
  Tschiertschen-Praden
  Termen
  Wallbach
  Minusio
  Miex
  Sentier
  Thusis
  Andiast
  Saint-Ursanne
  Rabius
 Vals
  Steg
  Zermatt
  Laax
  L'Étivaz
  Arolla
 Staldenried
  Niederscherli
  Goldswil bei Interlaken
  La Rippe
  Les Collons
  Flumserberg Tannenheim
  Leuk
  Les Masses
  Törbel
  Arzier-Le Muids
  Collina d'Oro
  Vitznau
  Gruyères
  Scuol
  Staldenried
  Jenins
  Muriaux
  Oey
  Marin-Epagnier
 Reichenbach im Kandertal
  Prés-d'Orvin
  Buchs
  Lenk
  Niedermuhlern
  Flumserberg
  Vugelles-La Mothe
  Chapella
  Evolène
  Ormont-Dessous
  Bagnes
  Alpnachstad
  Lens
  Saint-Imier
 Ollon
  Raron
  Fieschertal
  Merligen
  Grandfontaine
  Gumefens
  Jongny
  Kriens
 Orsières
 Oberwil
  Sumiswald
  Signau
  Seelisberg
  Villars-sur-Glâne
  La Punt-Chamues-ch
  Cormoret
  Sutz
  Affoltern im Emmental
  Kiental BE
  Lax
  Coinsins
  Aeschiried
  Emdthal
  Cressier
  Montezillon
 0 Fournet-Blancheroche
  Wildhaus
  Torgon
  Gadmen
 Bedretto
  Künten
  Crésuz
  Chamoson
  Sarnen
  Birrwil
  Le Mouret
  Eyholz
  Samnaun
  S-chanf
  Nesslau-Krummenau
  Samnaun Dorf
 Lucerne
  Yverdon-les-Bains
  Schwarzsee-Bad
  Montbovon
  Hasliberg Reuti
  Plaffeien
  Obersaxen
 Blatten bei Naters
 Seewis im Prättigau
  Unterseen
  St Moritz
 Grimentz
  St. Gallenkappel
  Sils Baselgia
  Leissigen
  Wengen BE
  Vallorbe
  Werdenberg
  Küssnacht
  Château-d’Œx
  Röthenbach im Emmental
  Rothenthurm
 Wiler
  Müstair
  Quinto
  Riddes
  Coglio (Vallemaggia)
 Wengen 
  Trub
  Aproz (Nendaz
  Beckenried
  Riederalp
  Linthal
  Luzern
  Marécottes
  Veytaux
  Les Bois
 Grindelwald
  Rueun
  Schönengrund
  Chéserex
  Adelboden
 Hinterrhein
  Anzère
  Schiers
 Glarus Süd
  Vulpera
  Lohn
  Wald
  Uetendorf
  Yvonand
  Lungern
  Châtel-Saint-Denis
  Sâles
  Fontanezier
  Nesslau
  Silvaplana
  Pany
  Leytron
  Val-de-Charmey
  La Punt Chamuses
  Lessoc
  Wohlen bei Bern
  Les Haudères
  Mathod
 Rosswald
  Surcuolm
  Savognin
  Zernez
  Emmetten
  Triesen
  Reichenbach im Kandertal
  Kaiseraugst
  Celerina/Schlarigna
  Hellbühl
  Saint-Cergue
  Obersaxen Mundaun
  Flums
  Horw
  Gampel-Bratsch
  Ballens
  Morlon
  Alt St. Johann
  Verdabbio
  Cevio
  Ried (Muotathal)
 Obersaxen
  Piotta
  Pagig
 Beckenried
  Saignelégier
  Granges-Paccot
  Gluringen
  Litzirüti
  Vergeletto
  Sörenberg
  Chavannes-de-Bogis
  Schwarzenburg
  Ovronnaz
  Piora
  Andeer
  Brot-Dessous
  Oberems
  Ilanz
  Ennetbühl
  Les Evouettes
  Vuiteboeuf
  Cortébert
