,location,type,comparable price,id,url,position,city,address,bathrooms,bedrooms,beds,Wifi,Free parking,Pets,Breakfast,isSuperhost,rareFind,base_price per night,base_price total,Cleaning fee,Airbnb service fee,Taxes,Special offer,Long stay discount,rate,total,persons,reviewsCount,rating
1097,Oey-Diemtigen,Entire rental unit,99.5,43586566,https://www.airbnb.com/rooms/43586566,3,Diemtigen,"Diemtigen, Bern, Switzerland",1.0,1,2.0,True,True,False,False,True,False,125 ,250,90.0,57.0,0.0,0.0,0.0,199,397,2,72,4.99
1098,Oey-Diemtigen,Entire rental unit,30.75,544580557569402498,https://www.airbnb.com/rooms/544580557569402498,5,Erlenbach im Simmental,"Erlenbach im Simmental, Bern, Switzerland",1.0,1,2.0,True,True,False,False,True,False,70 ,140,70.0,35.0,0.0,0.0,0.0,123,245,4,54,4.85
1099,Oey-Diemtigen,Farm stay,16.333333333333332,52841631,https://www.airbnb.com/rooms/52841631,8,Diemtigen,"Diemtigen, Bern, Switzerland",1.5,1,4.0,True,True,False,False,False,False,74 ,148,20.0,28.0,0.0,0.0,0.0,98,196,6,59,4.51
1100,Oey-Diemtigen,Private room in bed and breakfast,50.0,793950522246498670,https://www.airbnb.com/rooms/793950522246498670,12,Erlenbach im Simmental,"Erlenbach im Simmental, Bern, Switzerland",1.0,1,1.0,True,True,True,True,True,False,75 ,150,20.0,29.0,0.0,0.0,0.0,100,199,2,8,5.0
1101,Oey-Diemtigen,Entire rental unit,80.0,24617650,https://www.airbnb.com/rooms/24617650,14,Erlenbach im Simmental,"Erlenbach im Simmental, Bern, Switzerland",1.0,1,1.0,True,True,True,False,False,False,112 ,224,50.0,46.0,0.0,0.0,0.0,160,320,2,19,5.0
1102,Oey-Diemtigen,Private room in home,38.25,740587279457829546,https://www.airbnb.com/rooms/740587279457829546,33,Erlenbach im Simmental,"Erlenbach im Simmental, Bern, Switzerland",2.0,2,2.0,True,True,True,False,False,False,96 ,192,70.0,44.0,0.0,0.0,0.0,153,306,4,26,4.31
1103,Oey-Diemtigen,Entire rental unit,23.25,49211738,https://www.airbnb.com/rooms/49211738,35,Diemtigen,"Diemtigen, Bern, Switzerland",1.0,0,4.0,True,True,True,False,False,False,62 ,124,35.0,27.0,0.0,0.0,0.0,93,186,4,56,4.7
1104,La Fouly,Entire chalet,43.25,871624157689738268,https://www.airbnb.com/rooms/871624157689738268,2,Orsières,"Orsières, Valais, Switzerland",1.5,2,4.0,True,False,True,False,True,False,207 ,414,270.0,0.0,7.0,0.0,0.0,346,691,8,9,5.0
1105,La Fouly,Entire home,87.0,964505076980293716,https://www.airbnb.com/rooms/964505076980293716,3,Orsières,"Orsières, Wallis, Switzerland",1.5,2,8.0,True,True,False,False,False,False,297 ,594,150.0,125.0,0.0,0.0,0.0,435,869,5,0,
1106,La Fouly,Private room in rental unit,25.5,50108038,https://www.airbnb.com/rooms/50108038,11,Morgex,"Morgex, Valle d'Aosta, Italy",1.0,0,2.0,True,True,True,False,True,True,51 ,102,0.0,0.0,0.0,0.0,0.0,51,102,2,122,4.89
1107,La Fouly,Entire rental unit,42.333333333333336,2166803,https://www.airbnb.com/rooms/2166803,14,Morgex,"Morgex, Aosta, Italy",1.0,1,1.0,True,True,True,False,True,True,127 ,254,0.0,0.0,0.0,0.0,0.0,127,254,3,229,4.95
1108,La Fouly,Entire chalet,56.833333333333336,43306782,https://www.airbnb.com/rooms/43306782,16,Les Houches,"Les Houches, Auvergne-Rhône-Alpes, France",2.0,3,5.0,True,True,False,False,True,False,289 ,577,96.0,0.0,8.0,0.0,0.0,341,681,6,60,4.88
1109,La Fouly,Entire rental unit,58.75,27821036,https://www.airbnb.com/rooms/27821036,20,Chamonix-Mont-Blanc,"Chamonix-Mont-Blanc, Auvergne-Rhône-Alpes, France",1.0,1,3.0,True,True,False,False,True,True,145 ,289,111.0,67.0,3.0,0.0,0.0,235,470,4,178,4.88
1110,La Fouly,Entire rental unit,41.5,3755370,https://www.airbnb.com/rooms/3755370,21,Chamonix,"Chamonix, RA, France",1.0,0,1.0,True,True,True,False,False,True,68 ,135,0.0,23.0,7.0,0.0,0.0,83,165,2,598,4.81
1111,La Fouly,Private room in chalet,70.0,775152569791562537,https://www.airbnb.com/rooms/775152569791562537,23,Chamonix-Mont-Blanc,"Chamonix-Mont-Blanc, Auvergne-Rhône-Alpes, France",1.0,1,2.0,True,False,False,False,True,False,117 ,233,0.0,39.0,8.0,0.0,0.0,140,280,2,26,4.96
1112,La Fouly,Shared room in hotel,8.285714285714286,40384629,https://www.airbnb.com/rooms/40384629,24,Chamonix-Mont-Blanc,"Chamonix-Mont-Blanc, Auvergne-Rhône-Alpes, France",1.0,1,10.0,True,True,False,False,False,False,53 ,106,5.0,0.0,5.0,0.0,0.0,58,116,7,154,4.66
1113,La Fouly,Entire rental unit,44.0,643413333853942253,https://www.airbnb.com/rooms/643413333853942253,25,Les Houches,"Les Houches, Auvergne-Rhône-Alpes, France",1.0,2,2.0,True,True,False,False,False,False,100 ,200,144.0,0.0,8.0,0.0,0.0,176,352,4,54,4.44
1114,La Fouly,Entire chalet,29.714285714285715,53769256,https://www.airbnb.com/rooms/53769256,26,Chamonix-Mont-Blanc,"Chamonix-Mont-Blanc, Auvergne-Rhône-Alpes, France",1.5,3,7.0,True,True,False,False,False,False,84 ,167,241.0,0.0,8.0,0.0,0.0,208,416,7,35,4.71
1115,La Fouly,Shared room in hostel,14.0,39686190,https://www.airbnb.com/rooms/39686190,28,Chamonix-Mont-Blanc,"Chamonix-Mont-Blanc, Auvergne-Rhône-Alpes, France",0.0,1,4.0,True,True,False,True,False,False,53 ,106,0.0,0.0,5.0,0.0,0.0,56,111,4,86,4.62
1116,La Fouly,Entire cabin,19.75,1022110368290704105,https://www.airbnb.com/rooms/1022110368290704105,29,Morgex,"Morgex, Aosta Valley, Italy",1.0,2,2.0,True,True,True,False,False,False,68 ,135,0.0,23.0,0.0,0.0,0.0,79,158,4,0,
1117,La Fouly,Entire rental unit,47.0,52561067,https://www.airbnb.com/rooms/52561067,30,Chamonix-Mont-Blanc,"Chamonix-Mont-Blanc, Auvergne-Rhône-Alpes, France",1.0,0,1.0,False,True,False,False,False,False,59 ,117,64.0,0.0,6.0,0.0,0.0,94,187,2,54,4.48
1118,La Fouly,Entire rental unit,55.0,987577119377347507,https://www.airbnb.com/rooms/987577119377347507,31,Courmayeur,"Courmayeur, Valle d'Aosta, Italy",1.0,2,4.0,True,True,True,False,False,False,145 ,289,87.0,63.0,0.0,0.0,0.0,220,439,4,1,
1119,La Fouly,Entire condo,41.5,24817997,https://www.airbnb.com/rooms/24817997,32,Chamonix-Mont-Blanc,"Chamonix-Mont-Blanc, Auvergne-Rhône-Alpes, France",1.0,0,1.0,False,False,True,False,False,False,68 ,135,0.0,23.0,7.0,0.0,0.0,83,165,2,18,4.28
1120,La Fouly,Entire rental unit,56.0,944269818028458509,https://www.airbnb.com/rooms/944269818028458509,33,Aosta,"Aosta, Valle d'Aosta, Italy",1.0,0,1.0,False,False,False,False,False,False,48 ,96,0.0,16.0,0.0,0.0,0.0,56,112,1,19,4.68
1121,La Fouly,Entire condo,31.0,41868175,https://www.airbnb.com/rooms/41868175,34,Aosta,"Aosta, Valle d'Aosta, Italy",1.0,2,3.0,False,True,False,False,False,False,68 ,135,24.0,27.0,0.0,0.0,0.0,93,186,3,111,4.86
1122,La Fouly,Entire chalet,68.5,568197076488622546,https://www.airbnb.com/rooms/568197076488622546,35,Chamonix-Mont-Blanc,"Chamonix-Mont-Blanc, Auvergne-Rhône-Alpes, France",1.0,1,1.0,True,True,False,False,False,False,72 ,144,122.0,0.0,7.0,0.0,0.0,137,273,2,30,4.33
1123,La Fouly,Entire condo,48.0,50919676,https://www.airbnb.com/rooms/50919676,36,Chamonix-Mont-Blanc,"Chamonix-Mont-Blanc, Auvergne-Rhône-Alpes, France",1.0,1,1.0,True,True,True,False,False,False,63 ,125,34.0,27.0,6.0,0.0,0.0,96,192,2,54,4.3
1124,La Fouly,Entire condo,29.0,54298140,https://www.airbnb.com/rooms/54298140,38,Chamonix-Mont-Blanc,"Chamonix-Mont-Blanc, Auvergne-Rhône-Alpes, France",1.0,1,2.0,True,True,False,False,True,False,96 ,192,0.0,32.0,8.0,0.0,0.0,116,232,4,26,4.81
1125,La Fouly,Private room in rental unit,38.0,880388648900737286,https://www.airbnb.com/rooms/880388648900737286,40,Chamonix-Mont-Blanc,"Chamonix-Mont-Blanc, Auvergne-Rhône-Alpes, France",1.5,1,1.0,False,False,False,False,False,False,63 ,125,0.0,21.0,6.0,0.0,0.0,76,152,2,14,4.71
1126,Schwyz,Private room in rental unit,96.0,856199745266834907,https://www.airbnb.com/rooms/856199745266834907,21,Zug,"Zug, Zug, Switzerland",3.0,1,1.0,True,True,False,False,False,False,80 ,160,0.0,27.0,4.0,0.0,0.0,96,191,1,8,4.88
1127,Schwyz,Private room in home,79.0,26382651,https://www.airbnb.com/rooms/26382651,32,Richterswil,"Richterswil, Zurich, Switzerland",1.0,1,1.0,True,False,True,False,False,False,50 ,100,30.0,22.0,5.0,0.0,0.0,79,157,1,51,4.92
1128,Schwyz,Private room in condo,82.0,29044928,https://www.airbnb.com/rooms/29044928,40,Freienbach,"Freienbach, Schwyz, Switzerland",1.0,3,1.0,True,True,False,False,True,False,70 ,140,0.0,24.0,0.0,0.0,0.0,82,164,1,105,4.84
1129,Stoos,Private room in bed and breakfast,85.0,1028114325354787250,https://www.airbnb.com/rooms/1028114325354787250,9,Rickenbach bei Schwyz,"Rickenbach bei Schwyz, Schwyz, Switzerland",1.0,1,1.0,True,True,False,False,False,False,145 ,290,0.0,49.0,0.0,0.0,0.0,170,339,2,0,
1130,Stoos,Entire chalet,78.9,41875600,https://www.airbnb.com/rooms/41875600,17,Stoos,"Stoos, Schwyz, Switzerland",1.0,5,10.0,True,False,False,False,False,False,550 ,1100,250.0,227.0,0.0,0.0,0.0,789,1577,10,8,4.75
1131,Goldingen Atzmännig,Entire rental unit,55.5,31186673,https://www.airbnb.com/rooms/31186673,9,Dürnten,"Dürnten, Zürich, Switzerland",1.0,1,1.0,True,True,False,False,True,True,68 ,136,50.0,31.0,5.0,0.0,0.0,111,222,2,128,4.98
1132,Goldingen Atzmännig,Entire rental unit,30.75,35758376,https://www.airbnb.com/rooms/35758376,12,Krinau,"Krinau, Sankt Gallen, Switzerland",1.0,1,6.0,True,True,False,False,True,False,68 ,136,75.0,35.0,0.0,0.0,0.0,123,246,4,72,4.99
1133,Goldingen Atzmännig,Private room in rental unit,37.0,1032047602604025565,https://www.airbnb.com/rooms/1032047602604025565,14,Laupen,"Laupen, Zürich, Switzerland",1.0,1,1.0,True,False,False,False,False,False,61 ,122,0.0,20.0,5.0,0.0,0.0,74,147,2,0,
1134,Goldingen Atzmännig,Private room in farm stay,57.0,30424762,https://www.airbnb.com/rooms/30424762,17,Wald,"Wald, Zürich, Switzerland",1.5,1,1.0,True,True,False,True,True,False,95 ,190,0.0,32.0,5.0,0.0,0.0,114,227,2,36,5.0
1135,Goldingen Atzmännig,Entire rental unit,28.5,34730406,https://www.airbnb.com/rooms/34730406,18,Krinau,"Krinau, Sankt Gallen, Switzerland",1.5,1,4.0,True,True,False,False,True,False,65 ,130,65.0,33.0,0.0,0.0,0.0,114,228,4,74,4.99
1136,Goldingen Atzmännig,Entire cottage,97.5,43474877,https://www.airbnb.com/rooms/43474877,19,Wald,"Wald, Zürich, Switzerland",1.0,1,1.0,False,True,True,False,True,False,120 ,240,90.0,55.0,5.0,0.0,0.0,195,390,2,54,4.93
1137,Goldingen Atzmännig,Entire rental unit,28.5,34739479,https://www.airbnb.com/rooms/34739479,20,Bäretswil,"Bäretswil, Zürich, Switzerland",1.0,2,3.0,True,True,False,False,True,False,95 ,190,0.0,32.0,5.0,0.0,0.0,114,227,4,69,4.87
1138,Goldingen Atzmännig,Entire guest suite,51.0,12360020,https://www.airbnb.com/rooms/12360020,23,Russikon,"Russikon, Zürich, Switzerland",1.0,1,1.0,True,True,False,True,True,False,70 ,140,30.0,29.0,5.0,0.0,0.0,102,204,2,183,4.93
1139,Goldingen Atzmännig,Entire cabin,104.5,961945972971996832,https://www.airbnb.com/rooms/961945972971996832,24,Benken,"Benken, Sankt Gallen, Switzerland",1.0,1,1.0,False,True,False,False,False,False,209 ,418,0.0,0.0,0.0,0.0,0.0,209,418,2,13,4.92
1140,Goldingen Atzmännig,Entire rental unit,27.4,49301004,https://www.airbnb.com/rooms/49301004,25,Wald,"Wald, Zürich, Switzerland",1.0,2,3.0,True,True,False,False,True,False,70 ,140,90.0,39.0,5.0,0.0,0.0,137,274,5,63,4.71
1141,Goldingen Atzmännig,Private room in home,9.444444444444445,17606797,https://www.airbnb.com/rooms/17606797,27,Wald,"Wald, Zürich, Switzerland",1.5,4,6.0,True,True,False,False,True,False,70 ,140,0.0,24.0,5.0,0.0,0.0,85,169,9,62,4.89
1142,Goldingen Atzmännig,Private room in guesthouse,79.0,962870043962288343,https://www.airbnb.com/rooms/962870043962288343,30,Hinwil,"Hinwil, Zürich, Switzerland",1.0,1,1.0,True,False,False,False,False,False,76 ,152,0.0,0.0,5.0,0.0,0.0,79,157,1,1,
1143,Goldingen Atzmännig,Private room in home,47.0,947443499751962548,https://www.airbnb.com/rooms/947443499751962548,33,Fischingen,"Fischingen, Thurgau, Switzerland",1.0,1,1.0,True,True,False,False,False,False,80 ,160,0.0,27.0,0.0,0.0,0.0,94,187,2,3,5.0
1144,Goldingen Atzmännig,Private room in rental unit,12.25,958563310728068288,https://www.airbnb.com/rooms/958563310728068288,37,Bäretswil,"Bäretswil, Zürich, Switzerland",0.5,2,3.0,False,True,False,False,False,False,40 ,80,0.0,13.0,5.0,0.0,0.0,49,98,4,1,
1145,Beatenberg,Entire rental unit,76.5,47810665,https://www.airbnb.com/rooms/47810665,2,Beatenberg,"Beatenberg, Switzerland",1.0,1,1.0,True,True,False,False,True,False,120 ,240,65.0,0.0,0.0,0.0,0.0,153,305,2,67,4.96
1146,Beatenberg,Entire rental unit,24.416666666666668,32826082,https://www.airbnb.com/rooms/32826082,3,Beatenberg,"Beatenberg, Bern, Switzerland",1.5,6,11.0,True,True,False,False,True,False,160 ,320,175.0,83.0,8.0,0.0,0.0,293,586,12,55,4.95
1147,Beatenberg,Entire rental unit,73.5,4806708,https://www.airbnb.com/rooms/4806708,5,Beatenberg,"Beatenberg, Bern, Switzerland",1.0,1,2.0,True,False,False,False,True,False,147 ,293,0.0,0.0,0.0,0.0,0.0,147,293,2,22,5.0
1148,Beatenberg,Entire rental unit,66.0,704984813744265771,https://www.airbnb.com/rooms/704984813744265771,6,Beatenberg,"Beatenberg, Bern, Switzerland",1.0,1,2.0,True,True,True,False,False,False,173 ,346,50.0,0.0,0.0,0.0,0.0,198,396,3,59,4.8
1149,Beatenberg,Entire rental unit,54.333333333333336,44482700,https://www.airbnb.com/rooms/44482700,7,Beatenberg,"Beatenberg, Bern, Switzerland",1.0,0,2.0,True,True,False,False,True,False,96 ,192,125.0,0.0,8.0,0.0,0.0,163,325,3,48,4.81
1150,Beatenberg,Entire rental unit,41.0,38138811,https://www.airbnb.com/rooms/38138811,8,Beatenberg,"Beatenberg, Bern, Switzerland",1.0,1,2.0,True,True,False,False,True,False,90 ,180,100.0,47.0,0.0,0.0,0.0,164,327,4,36,4.72
1151,Beatenberg,Entire rental unit,57.333333333333336,702771242098099150,https://www.airbnb.com/rooms/702771242098099150,9,Beatenberg,"Beatenberg, Switzerland",1.0,2,3.0,True,True,False,False,True,False,132 ,264,80.0,0.0,0.0,0.0,0.0,172,344,3,23,5.0
1152,Beatenberg,Hut,110.0,53216913,https://www.airbnb.com/rooms/53216913,10,Beatenberg,"Beatenberg, Bern, Switzerland",1.0,1,0.0,False,True,True,False,False,False,165 ,330,90.0,0.0,19.0,0.0,0.0,220,439,2,112,4.91
1153,Beatenberg,Entire rental unit,47.75,24177314,https://www.airbnb.com/rooms/24177314,12,Beatenberg,"Beatenberg, Bern, Switzerland",1.0,2,4.0,True,True,True,False,False,False,164 ,327,0.0,55.0,0.0,0.0,0.0,191,382,4,28,4.79
1154,Beatenberg,Entire rental unit,46.75,18545396,https://www.airbnb.com/rooms/18545396,14,Beatenberg,"Beatenberg, Bern, Switzerland",1.0,2,4.0,False,False,True,False,False,False,110 ,220,100.0,54.0,0.0,0.0,0.0,187,374,4,142,4.8
1155,Beatenberg,Entire rental unit,62.333333333333336,44482302,https://www.airbnb.com/rooms/44482302,15,Beatenberg,"Beatenberg, Bern, Switzerland",1.0,1,3.0,True,True,False,False,True,False,108 ,216,150.0,0.0,8.0,0.0,0.0,187,374,3,36,4.89
1156,Beatenberg,Entire rental unit,44.75,13521108,https://www.airbnb.com/rooms/13521108,18,Beatenberg,"Beatenberg, Canton of Bern, Switzerland",1.0,0,2.0,True,True,False,False,True,False,110 ,220,86.0,51.0,0.0,0.0,0.0,179,357,4,232,4.75
1157,Beatenberg,Entire vacation home,52.25,824497494176023620,https://www.airbnb.com/rooms/824497494176023620,19,Beatenberg,"Beatenberg, Bern, Switzerland",1.0,2,2.0,False,True,True,False,False,False,150 ,300,100.0,0.0,18.0,0.0,0.0,209,418,4,21,4.86
1158,Beatenberg,Entire rental unit,32.57142857142857,979452721947622730,https://www.airbnb.com/rooms/979452721947622730,24,Beatenberg,"Beatenberg, Bern, Switzerland",1.5,2,5.0,True,True,False,False,True,False,135 ,270,120.0,66.0,0.0,0.0,0.0,228,456,7,11,4.73
1159,Beatenberg,Entire rental unit,39.8,32072637,https://www.airbnb.com/rooms/32072637,40,Beatenberg,"Beatenberg, Bern, Switzerland",1.0,1,3.0,True,True,False,False,True,False,120 ,240,100.0,57.0,0.0,0.0,0.0,199,397,5,149,4.77
1160,Obermutten,Entire rental unit,37.4,6517327,https://www.airbnb.com/rooms/6517327,16,Flerden,"Flerden, Graubünden, Switzerland",1.0,1,5.0,True,True,True,False,False,False,110 ,220,100.0,54.0,0.0,0.0,0.0,187,374,5,52,5.0
1161,Obermutten,Entire rental unit,49.75,8483102,https://www.airbnb.com/rooms/8483102,17,Dalin,"Dalin, Graubünden, Switzerland",1.0,2,4.0,True,False,True,False,True,False,105 ,210,130.0,57.0,0.0,0.0,0.0,199,397,4,51,4.94
1162,Obermutten,Private room in rental unit,17.75,678265160499420749,https://www.airbnb.com/rooms/678265160499420749,26,Cazis,"Cazis, Graubünden, Switzerland",1.5,2,0.0,True,True,False,False,True,False,58 ,116,5.0,20.0,0.0,0.0,0.0,71,141,4,16,4.94
1163,Obermutten,Private room in bed and breakfast,39.5,27190875,https://www.airbnb.com/rooms/27190875,40,Safien,"Safien, Graubünden, Switzerland",1.0,1,2.0,True,False,True,True,True,False,67 ,134,0.0,23.0,0.0,0.0,0.0,79,157,2,18,4.89
1164,Bad Ragaz,Entire rental unit,50.0,38370614,https://www.airbnb.com/rooms/38370614,8,Bad Ragaz,"Bad Ragaz, Sankt Gallen, Switzerland",1.0,0,2.0,True,True,False,False,False,False,100 ,200,50.0,42.0,8.0,0.0,0.0,150,300,3,42,4.76
1165,Bad Ragaz,Entire rental unit,92.5,1030255571034943456,https://www.airbnb.com/rooms/1030255571034943456,9,Mels,"Mels, Sankt Gallen, Switzerland",1.0,1,1.0,True,True,False,False,False,False,158 ,316,0.0,53.0,0.0,0.0,0.0,185,369,2,0,
1166,Bad Ragaz,Private room in condo,94.0,51363254,https://www.airbnb.com/rooms/51363254,12,Bad Ragaz,"Bad Ragaz, Sankt Gallen, Switzerland",1.0,1,1.0,True,False,False,False,True,False,80 ,160,0.0,27.0,0.0,0.0,0.0,94,187,1,20,4.9
1167,Bad Ragaz,Entire rental unit,99.5,53885170,https://www.airbnb.com/rooms/53885170,15,Bad Ragaz,"Bad Ragaz, Sankt Gallen, Switzerland",1.0,1,1.0,False,False,False,False,True,False,148 ,296,45.0,57.0,0.0,0.0,0.0,199,398,2,41,4.9
1168,Bad Ragaz,Entire rental unit,33.333333333333336,48360735,https://www.airbnb.com/rooms/48360735,16,Bad Ragaz,"Bad Ragaz, Sankt Gallen, Switzerland",1.0,2,4.0,True,True,False,False,False,False,135 ,270,65.0,56.0,8.0,0.0,0.0,200,399,6,20,4.9
1169,Bad Ragaz,Entire rental unit,55.0,53580057,https://www.airbnb.com/rooms/53580057,20,Maienfeld,"Maienfeld, Graubünden, Switzerland",1.0,0,2.0,True,True,False,False,True,True,80 ,160,60.0,0.0,0.0,0.0,0.0,110,220,2,25,4.88
1170,Bad Ragaz,Entire rental unit,99.5,683755892034859579,https://www.airbnb.com/rooms/683755892034859579,22,Bad Ragaz,"Bad Ragaz, Sankt Gallen, Switzerland",1.0,1,1.0,False,False,False,False,True,False,148 ,296,45.0,57.0,0.0,0.0,0.0,199,398,2,10,4.9
1171,Bad Ragaz,Entire loft,49.2,28397978,https://www.airbnb.com/rooms/28397978,23,Triesenberg,"Triesenberg, Triesenberg, Liechtenstein",1.0,3,3.0,True,True,True,False,True,False,150 ,300,120.0,71.0,0.0,0.0,0.0,246,491,5,154,4.97
1172,Bad Ragaz,Room in hotel,83.5,40827290,https://www.airbnb.com/rooms/40827290,25,Bad Ragaz,"Bad Ragaz, Sankt Gallen, Switzerland",1.0,1,1.0,True,True,True,False,False,False,162 ,324,0.0,0.0,9.0,0.0,0.0,167,333,2,62,4.81
1173,Bad Ragaz,Entire rental unit,47.5,53305432,https://www.airbnb.com/rooms/53305432,29,Valens,"Valens, St. Gallen, Switzerland",2.0,1,4.0,True,True,False,False,False,False,190 ,380,0.0,0.0,0.0,0.0,0.0,190,380,4,8,4.38
1174,Bad Ragaz,Private room in home,42.0,1015088730646269187,https://www.airbnb.com/rooms/1015088730646269187,31,Sevelen,"Sevelen, Sankt Gallen, Switzerland",1.0,1,1.0,True,True,False,False,False,False,72 ,144,0.0,24.0,0.0,0.0,0.0,84,168,2,2,
1175,Bad Ragaz,Private room in home,32.5,835498553068460972,https://www.airbnb.com/rooms/835498553068460972,35,Sevelen,"Sevelen, Sankt Gallen, Switzerland",1.0,1,1.0,True,True,True,False,False,False,55 ,110,0.0,19.0,0.0,0.0,0.0,65,129,2,24,4.58
1176,Bad Ragaz,Entire home,25.0,835438057801814947,https://www.airbnb.com/rooms/835438057801814947,36,Sevelen,"Sevelen, Sankt Gallen, Switzerland",1.0,1,2.0,True,True,True,False,False,False,90 ,180,0.0,29.0,0.0,0.0,9.0,100,200,4,21,4.33
1177,Bad Ragaz,Shared room in rental unit,40.0,992035130260423032,https://www.airbnb.com/rooms/992035130260423032,39,Vilters-Wangs,"Vilters-Wangs, Sankt Gallen, Switzerland",1.0,1,1.0,True,True,False,False,False,False,34 ,68,0.0,11.0,0.0,0.0,0.0,40,79,1,0,
1178,Bad Ragaz,Private room in home,47.5,42771950,https://www.airbnb.com/rooms/42771950,40,Triesen,"Triesen, Triesen, Liechtenstein",1.0,1,1.0,True,False,False,False,True,False,100 ,200,0.0,0.0,0.0,0.0,10.0,95,190,2,35,4.77
1179,Frutigen,Entire rental unit,73.5,846406614052476492,https://www.airbnb.com/rooms/846406614052476492,4,Frutigen,"Frutigen, Bern, Switzerland",1.5,1,2.0,True,True,True,False,False,False,81 ,162,90.0,42.0,0.0,0.0,0.0,147,294,2,41,4.32
1180,Frutigen,Private room in rental unit,29.25,35049035,https://www.airbnb.com/rooms/35049035,7,Kandergrund,"Kandergrund, Bern, Switzerland",1.0,1,1.0,True,True,True,False,True,False,60 ,120,80.0,34.0,0.0,0.0,0.0,117,234,4,145,4.9
1181,Frutigen,Entire home,39.714285714285715,962762224213547464,https://www.airbnb.com/rooms/962762224213547464,11,Frutigen,"Frutigen, Bern, Switzerland",1.0,3,6.0,True,True,False,False,False,False,134 ,267,209.0,80.0,0.0,0.0,0.0,278,556,7,2,
1182,Frutigen,Entire condo,46.8,555915536208201067,https://www.airbnb.com/rooms/555915536208201067,18,Kandergrund,"Kandergrund, Bern, Switzerland",1.0,2,3.0,True,True,True,False,True,False,140 ,280,120.0,67.0,0.0,0.0,0.0,234,467,5,88,4.93
1183,Anzère,Entire rental unit,58.5,612332290181732829,https://www.airbnb.com/rooms/612332290181732829,1,Anzère,"Anzère, Valais, Switzerland",1.0,1,1.0,True,False,True,False,True,True,80 ,160,40.0,34.0,0.0,0.0,0.0,117,234,2,75,4.99
1184,Anzère,Entire rental unit,61.5,54105808,https://www.airbnb.com/rooms/54105808,2,Anzère,"Anzère, Valais, Switzerland",1.0,1,1.0,True,True,True,False,True,True,85 ,170,40.0,35.0,0.0,0.0,0.0,123,245,2,60,5.0
1185,Anzère,Entire rental unit,58.0,48329206,https://www.airbnb.com/rooms/48329206,4,Anzère,"Anzère, Valais, Switzerland",1.0,0,1.0,False,True,True,False,False,True,99 ,198,0.0,33.0,0.0,0.0,0.0,116,231,2,77,4.74
1186,Anzère,Entire rental unit,33.4,637657882120522275,https://www.airbnb.com/rooms/637657882120522275,5,Anzère,"Anzère, Valais, Switzerland",1.0,3,4.0,True,True,True,False,True,True,113 ,225,60.0,48.0,0.0,0.0,0.0,167,333,5,56,4.98
1187,Anzère,Entire rental unit,46.25,739471134399070474,https://www.airbnb.com/rooms/739471134399070474,6,Anzère,"Anzère, Valais, Switzerland",1.5,2,5.0,True,True,False,False,False,False,91 ,182,135.0,53.0,0.0,0.0,0.0,185,370,4,4,5.0
1188,Anzère,Entire rental unit,79.0,40173315,https://www.airbnb.com/rooms/40173315,8,Anzère,"Anzère, Valais, Switzerland",1.0,1,1.0,True,True,False,False,True,False,110 ,220,50.0,45.0,0.0,0.0,0.0,158,315,2,58,4.95
1189,Anzère,Entire rental unit,35.0,21615758,https://www.airbnb.com/rooms/21615758,9,Anzère,"Anzère, Valais, Switzerland",1.0,1,2.0,True,True,False,False,False,False,80 ,160,80.0,40.0,0.0,0.0,0.0,140,280,4,44,4.93
1190,Anzère,Entire condo,27.5,53707635,https://www.airbnb.com/rooms/53707635,10,Anzère ,"Anzère , Ayent, Switzerland",2.0,3,4.0,True,True,False,False,True,False,175 ,350,120.0,79.0,0.0,0.0,0.0,275,549,10,24,4.83
1191,Anzère,Private room in rental unit,47.0,40559234,https://www.airbnb.com/rooms/40559234,11,Anzère,"Anzère, Valais, Switzerland",1.0,0,1.0,True,True,True,False,True,False,55 ,110,50.0,27.0,0.0,0.0,0.0,94,187,2,58,4.81
1192,Anzère,Entire rental unit,50.666666666666664,1018023187517150790,https://www.airbnb.com/rooms/1018023187517150790,12,Ayent,"Ayent, Valais, Switzerland",1.0,1,2.0,True,False,False,False,False,False,105 ,210,50.0,44.0,0.0,0.0,0.0,152,304,3,0,
1193,Anzère,Entire vacation home,59.0,53211981,https://www.airbnb.com/rooms/53211981,13,Ayent,"Ayent, Valais, Switzerland",1.0,1,3.0,True,True,False,False,True,False,202 ,404,0.0,68.0,0.0,0.0,0.0,236,472,4,15,4.93
1194,Anzère,Entire condo,36.5,52911243,https://www.airbnb.com/rooms/52911243,14,Ayent,"Ayent, Valais, Switzerland",1.0,1,2.0,True,False,False,False,True,False,85 ,170,80.0,42.0,0.0,0.0,0.0,146,292,4,22,4.77
1195,Anzère,Entire rental unit,40.0,934075621734519804,https://www.airbnb.com/rooms/934075621734519804,15,Anzère,"Anzère, Valais, Switzerland",2.0,2,5.0,False,False,True,False,False,False,130 ,260,150.0,69.0,0.0,0.0,0.0,240,479,6,0,
1196,Anzère,Entire serviced apartment,41.0,732301187304989263,https://www.airbnb.com/rooms/732301187304989263,16,Anzère,"Anzère, Valais, Switzerland",1.0,1,2.0,True,True,True,False,True,False,120 ,240,40.0,47.0,0.0,0.0,0.0,164,327,4,10,4.8
