location,location_town,first_rental_day,return_date,gear_name,price,rental_duration,price_per_day,gear_class
Arosa – Graubünden,Arosa,2023-12-15,2023-12-16,Ski Budget,68.4,2,34.2,ski
Arosa – Graubünden,Arosa,2023-12-15,2023-12-16,Skiboots premium,30.6,2,15.3,clothes
Arosa – Graubünden,Arosa,2023-12-15,2023-12-16,Skiboots economy,30.6,2,15.3,clothes
Arosa – Graubünden,Arosa,2023-12-15,2023-12-16,Snowboard Economy,77.4,2,38.7,snowboard
Arosa – Graubünden,Arosa,2023-12-15,2023-12-16,Snowboard Budget,68.4,2,34.2,snowboard
Arosa – Graubünden,Arosa,2023-12-15,2023-12-16,Snowboard boots economy,30.6,2,15.3,clothes
Arosa – Graubünden,Arosa,2023-12-15,2023-12-16,Helmet,11.7,2,5.85,helmet
Arosa – Graubünden,Arosa,2023-12-15,2023-12-17,Ski Premium,108.9,3,36.300000000000004,ski
Arosa – Graubünden,Arosa,2023-12-15,2023-12-17,Ski Economy,99.0,3,33.0,ski
Arosa – Graubünden,Arosa,2023-12-15,2023-12-17,Ski Budget,83.7,3,27.900000000000002,ski
Arosa – Graubünden,Arosa,2023-12-15,2023-12-17,Skiboots premium,41.4,3,13.799999999999999,clothes
Arosa – Graubünden,Arosa,2023-12-15,2023-12-17,Skiboots economy,41.4,3,13.799999999999999,clothes
Arosa – Graubünden,Arosa,2023-12-15,2023-12-17,Snowboard Economy,99.0,3,33.0,snowboard
Arosa – Graubünden,Arosa,2023-12-15,2023-12-17,Snowboard Budget,83.7,3,27.900000000000002,snowboard
Arosa – Graubünden,Arosa,2023-12-15,2023-12-17,Snowboard boots economy,41.4,3,13.799999999999999,clothes
Arosa – Graubünden,Arosa,2023-12-15,2023-12-17,Helmet,14.4,3,4.8,helmet
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-15,Ski set Premium,79.2,1,79.2,set
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-15,Ski set Economy,62.1,1,62.1,set
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-15,Ski Exclusive,62.1,1,62.1,ski
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-15,Ski Premium,53.1,1,53.1,ski
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-15,Ski Economy,44.1,1,44.1,ski
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-15,Skiboots premium,26.1,1,26.1,clothes
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-15,Skiboots economy,18.0,1,18.0,clothes
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-15,Alpine touring ski boots,22.5,1,22.5,clothes
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-15,Touring Set Premium,53.1,1,53.1,set
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-15,Touring Ski Premium,53.1,1,53.1,ski
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-15,Jacket / Pants,53.1,1,53.1,clothes
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-15,Skiing jacket adult,39.6,1,39.6,clothes
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-15,Skiing pants adult,22.5,1,22.5,clothes
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-15,Snowboard premium,53.1,1,53.1,snowboard
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-15,Snowboard Economy,44.1,1,44.1,snowboard
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-15,Snowboardboots premium,26.1,1,26.1,clothes
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-15,Snowboard boots economy,18.0,1,18.0,clothes
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-15,Nordic Set Skating,44.1,1,44.1,set
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-15,Nordic Set Classic,35.1,1,35.1,set
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-15,Helmet,12.6,1,12.6,helmet
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-15,Snowshoes,18.0,1,18.0,clothes
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-15,Sledges,18.0,1,18.0,sledge
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-16,Ski set Premium,153.0,2,76.5,set
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-16,Ski set Economy,111.6,2,55.8,set
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-16,Ski Exclusive,121.5,2,60.75,ski
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-16,Ski Premium,93.6,2,46.8,ski
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-16,Ski Economy,77.4,2,38.7,ski
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-16,Skiboots premium,43.2,2,21.6,clothes
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-16,Skiboots economy,34.2,2,17.1,clothes
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-16,Alpine touring ski boots,40.5,2,20.25,clothes
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-16,Touring Ski Premium,93.6,2,46.8,ski
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-16,Touring Set Premium,93.6,2,46.8,set
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-16,Jacket / Pants,93.6,2,46.8,clothes
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-16,Skiing jacket adult,72.0,2,36.0,clothes
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-16,Skiing pants adult,40.5,2,20.25,clothes
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-16,Snowboard premium,93.6,2,46.8,snowboard
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-16,Snowboard Economy,77.4,2,38.7,snowboard
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-16,Snowboardboots premium,43.2,2,21.6,clothes
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-16,Snowboard boots economy,34.2,2,17.1,clothes
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-16,Nordic Set Classic,54.0,2,27.0,set
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-16,Nordic Set Skating,77.4,2,38.7,set
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-16,Helmet,19.8,2,9.9,helmet
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-16,Snowshoes,23.4,2,11.7,clothes
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-16,Sledges,23.4,2,11.7,sledge
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-17,Ski set Premium,224.1,3,74.7,set
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-17,Ski set Economy,143.1,3,47.699999999999996,set
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-17,Ski Exclusive,166.5,3,55.5,ski
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-17,Ski Premium,121.5,3,40.5,ski
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-17,Ski Economy,94.5,3,31.5,ski
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-17,Skiboots premium,56.7,3,18.900000000000002,clothes
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-17,Skiboots economy,48.6,3,16.2,clothes
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-17,Alpine touring ski boots,56.7,3,18.900000000000002,clothes
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-17,Touring Ski Premium,121.5,3,40.5,ski
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-17,Touring Set Premium,121.5,3,40.5,set
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-17,Jacket / Pants,121.5,3,40.5,clothes
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-17,Skiing jacket adult,89.1,3,29.7,clothes
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-17,Skiing pants adult,56.7,3,18.900000000000002,clothes
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-17,Snowboard premium,121.5,3,40.5,snowboard
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-17,Snowboard Economy,94.5,3,31.5,snowboard
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-17,Snowboardboots premium,56.7,3,18.900000000000002,clothes
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-17,Snowboard boots economy,48.6,3,16.2,clothes
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-17,Nordic Set Skating,91.8,3,30.599999999999998,set
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-17,Nordic Set Classic,70.2,3,23.400000000000002,set
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-17,Helmet,27.0,3,9.0,helmet
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-17,Snowshoes,29.7,3,9.9,clothes
Silvaplana – Graubünden,Silvaplana,2023-12-15,2023-12-17,Sledges,29.7,3,9.9,sledge
Sils i.E. – Graubünden,Sils i.E.,2023-12-15,2023-12-15,Ski set Premium,79.2,1,79.2,set
Sils i.E. – Graubünden,Sils i.E.,2023-12-15,2023-12-15,Ski set Economy,62.1,1,62.1,set
Sils i.E. – Graubünden,Sils i.E.,2023-12-15,2023-12-15,Ski Exclusive,62.1,1,62.1,ski
Sils i.E. – Graubünden,Sils i.E.,2023-12-15,2023-12-15,Ski Premium,53.1,1,53.1,ski
Sils i.E. – Graubünden,Sils i.E.,2023-12-15,2023-12-15,Ski Economy,44.1,1,44.1,ski
Sils i.E. – Graubünden,Sils i.E.,2023-12-15,2023-12-15,Ski poles,9.0,1,9.0,ski
Sils i.E. – Graubünden,Sils i.E.,2023-12-15,2023-12-15,Skiboots premium,26.1,1,26.1,clothes
Sils i.E. – Graubünden,Sils i.E.,2023-12-15,2023-12-15,Skiboots economy,18.0,1,18.0,clothes
Sils i.E. – Graubünden,Sils i.E.,2023-12-15,2023-12-15,Snowboard Economy,44.1,1,44.1,snowboard
Sils i.E. – Graubünden,Sils i.E.,2023-12-15,2023-12-15,Snowboard boots economy,18.0,1,18.0,clothes
Sils i.E. – Graubünden,Sils i.E.,2023-12-15,2023-12-15,Nordic Set Skating,44.1,1,44.1,set
Sils i.E. – Graubünden,Sils i.E.,2023-12-15,2023-12-15,Nordic Set Classic,35.1,1,35.1,set
Sils i.E. – Graubünden,Sils i.E.,2023-12-15,2023-12-15,Snowshoes,18.0,1,18.0,clothes
Sils i.E. – Graubünden,Sils i.E.,2023-12-15,2023-12-15,Sledges,18.0,1,18.0,sledge
Sils i.E. – Graubünden,Sils i.E.,2023-12-15,2023-12-15,Helmet,12.6,1,12.6,helmet
Sils i.E. – Graubünden,Sils i.E.,2023-12-15,2023-12-16,Ski set Premium,136.8,2,68.4,set
Sils i.E. – Graubünden,Sils i.E.,2023-12-15,2023-12-16,Ski set Economy,111.6,2,55.8,set
Sils i.E. – Graubünden,Sils i.E.,2023-12-15,2023-12-16,Ski Exclusive,111.6,2,55.8,ski
Sils i.E. – Graubünden,Sils i.E.,2023-12-15,2023-12-16,Ski Premium,93.6,2,46.8,ski
Sils i.E. – Graubünden,Sils i.E.,2023-12-15,2023-12-16,Ski Economy,77.4,2,38.7,ski
Sils i.E. – Graubünden,Sils i.E.,2023-12-15,2023-12-16,Ski poles,15.3,2,7.65,ski
Sils i.E. – Graubünden,Sils i.E.,2023-12-15,2023-12-16,Skiboots premium,43.2,2,21.6,clothes
Sils i.E. – Graubünden,Sils i.E.,2023-12-15,2023-12-16,Skiboots economy,34.2,2,17.1,clothes
Sils i.E. – Graubünden,Sils i.E.,2023-12-15,2023-12-16,Snowboard Economy,77.4,2,38.7,snowboard
Sils i.E. – Graubünden,Sils i.E.,2023-12-15,2023-12-16,Snowboard boots economy,34.2,2,17.1,clothes
Sils i.E. – Graubünden,Sils i.E.,2023-12-15,2023-12-16,Nordic Set Skating,77.4,2,38.7,set
Sils i.E. – Graubünden,Sils i.E.,2023-12-15,2023-12-16,Nordic Set Classic,54.0,2,27.0,set
Sils i.E. – Graubünden,Sils i.E.,2023-12-15,2023-12-16,Snowshoes,23.4,2,11.7,clothes
Sils i.E. – Graubünden,Sils i.E.,2023-12-15,2023-12-16,Sledges,23.4,2,11.7,sledge
Sils i.E. – Graubünden,Sils i.E.,2023-12-15,2023-12-16,Helmet,19.8,2,9.9,helmet
La Punt – Graubünden,La Punt,2023-12-15,2023-12-15,Ski Superior,32.4,1,32.4,ski
La Punt – Graubünden,La Punt,2023-12-15,2023-12-15,Ski Premium,26.1,1,26.1,ski
La Punt – Graubünden,La Punt,2023-12-15,2023-12-15,Ski Economy,23.4,1,23.4,ski
La Punt – Graubünden,La Punt,2023-12-15,2023-12-15,Skiboots economy,10.8,1,10.8,clothes
La Punt – Graubünden,La Punt,2023-12-15,2023-12-15,Alpine touring ski,32.4,1,32.4,ski
La Punt – Graubünden,La Punt,2023-12-15,2023-12-15,Ski jacket and ski pants,45.0,1,45.0,clothes
La Punt – Graubünden,La Punt,2023-12-15,2023-12-15,Alpine touring ski boots,10.8,1,10.8,clothes
La Punt – Graubünden,La Punt,2023-12-15,2023-12-15,Ski helmet,6.3,1,6.3,helmet
La Punt – Graubünden,La Punt,2023-12-15,2023-12-15,Snowboard Economy,23.4,1,23.4,snowboard
La Punt – Graubünden,La Punt,2023-12-15,2023-12-15,Snowboard boots Premium,10.8,1,10.8,clothes
La Punt – Graubünden,La Punt,2023-12-15,2023-12-15,Snow shoes incl. poles,10.8,1,10.8,clothes
La Punt – Graubünden,La Punt,2023-12-15,2023-12-15,Snowblades,13.5,1,13.5,ski
La Punt – Graubünden,La Punt,2023-12-15,2023-12-15,Skating shoes,5.4,1,5.4,clothes
La Punt – Graubünden,La Punt,2023-12-15,2023-12-16,Ski Superior,59.4,2,29.7,ski
La Punt – Graubünden,La Punt,2023-12-15,2023-12-16,Ski Premium,51.3,2,25.65,ski
La Punt – Graubünden,La Punt,2023-12-15,2023-12-16,Ski Economy,42.3,2,21.15,ski
La Punt – Graubünden,La Punt,2023-12-15,2023-12-16,Skiboots economy,20.7,2,10.35,clothes
La Punt – Graubünden,La Punt,2023-12-15,2023-12-16,Alpine touring ski,59.4,2,29.7,ski
La Punt – Graubünden,La Punt,2023-12-15,2023-12-16,Ski jacket and ski pants,79.0,2,39.5,clothes
La Punt – Graubünden,La Punt,2023-12-15,2023-12-16,Alpine touring ski boots,20.7,2,10.35,clothes
La Punt – Graubünden,La Punt,2023-12-15,2023-12-16,Ski helmet,10.8,2,5.4,helmet
La Punt – Graubünden,La Punt,2023-12-15,2023-12-16,Snowboard Economy,42.3,2,21.15,snowboard
La Punt – Graubünden,La Punt,2023-12-15,2023-12-16,Snowboard boots Premium,20.7,2,10.35,clothes
La Punt – Graubünden,La Punt,2023-12-15,2023-12-16,Snowblades,26.1,2,13.05,ski
La Punt – Graubünden,La Punt,2023-12-15,2023-12-16,Snow shoes incl. poles,20.7,2,10.35,clothes
La Punt – Graubünden,La Punt,2023-12-15,2023-12-16,Skating shoes,8.1,2,4.05,clothes
La Punt – Graubünden,La Punt,2023-12-15,2023-12-17,Ski Superior,83.7,3,27.900000000000002,ski
La Punt – Graubünden,La Punt,2023-12-15,2023-12-17,Ski Premium,74.7,3,24.900000000000002,ski
La Punt – Graubünden,La Punt,2023-12-15,2023-12-17,Ski Economy,61.2,3,20.400000000000002,ski
La Punt – Graubünden,La Punt,2023-12-15,2023-12-17,Skiboots economy,26.1,3,8.700000000000001,clothes
La Punt – Graubünden,La Punt,2023-12-15,2023-12-17,Alpine touring ski,83.7,3,27.900000000000002,ski
La Punt – Graubünden,La Punt,2023-12-15,2023-12-17,Ski jacket and ski pants,109.0,3,36.333333333333336,clothes
La Punt – Graubünden,La Punt,2023-12-15,2023-12-17,Alpine touring ski boots,26.1,3,8.700000000000001,clothes
La Punt – Graubünden,La Punt,2023-12-15,2023-12-17,Ski helmet,14.4,3,4.8,helmet
La Punt – Graubünden,La Punt,2023-12-15,2023-12-17,Snowboard Economy,61.2,3,20.400000000000002,snowboard
La Punt – Graubünden,La Punt,2023-12-15,2023-12-17,Snowboard boots Premium,26.1,3,8.700000000000001,clothes
La Punt – Graubünden,La Punt,2023-12-15,2023-12-17,Snowblades,35.1,3,11.700000000000001,ski
La Punt – Graubünden,La Punt,2023-12-15,2023-12-17,Snow shoes incl. poles,26.1,3,8.700000000000001,clothes
La Punt – Graubünden,La Punt,2023-12-15,2023-12-17,Skating shoes,10.8,3,3.6,clothes
Gstaad – Bern Region,Gstaad,2023-12-15,2023-12-15,Ski Exclusive,59.4,1,59.4,ski
Gstaad – Bern Region,Gstaad,2023-12-15,2023-12-15,Ski Premium,50.4,1,50.4,ski
Gstaad – Bern Region,Gstaad,2023-12-15,2023-12-15,Ski Economy,41.4,1,41.4,ski
Gstaad – Bern Region,Gstaad,2023-12-15,2023-12-15,Skiboots premium,23.4,1,23.4,clothes
Gstaad – Bern Region,Gstaad,2023-12-15,2023-12-15,Skiboots economy,20.7,1,20.7,clothes
Gstaad – Bern Region,Gstaad,2023-12-15,2023-12-15,Nordic Set Classic,40.5,1,40.5,set
Gstaad – Bern Region,Gstaad,2023-12-15,2023-12-15,Nordic Set Skating,40.5,1,40.5,set
Gstaad – Bern Region,Gstaad,2023-12-15,2023-12-15,Snowshoes,20.7,1,20.7,clothes
Gstaad – Bern Region,Gstaad,2023-12-15,2023-12-15,Helmet,9.0,1,9.0,helmet
Gstaad – Bern Region,Gstaad,2023-12-15,2023-12-16,Ski Exclusive,107.1,2,53.55,ski
Gstaad – Bern Region,Gstaad,2023-12-15,2023-12-16,Ski Premium,90.9,2,45.45,ski
Gstaad – Bern Region,Gstaad,2023-12-15,2023-12-16,Ski Economy,74.7,2,37.35,ski
Gstaad – Bern Region,Gstaad,2023-12-15,2023-12-16,Skiboots premium,42.3,2,21.15,clothes
Gstaad – Bern Region,Gstaad,2023-12-15,2023-12-16,Skiboots economy,36.9,2,18.45,clothes
Gstaad – Bern Region,Gstaad,2023-12-15,2023-12-16,Nordic Set Skating,72.9,2,36.45,set
Gstaad – Bern Region,Gstaad,2023-12-15,2023-12-16,Nordic Set Classic,72.9,2,36.45,set
Gstaad – Bern Region,Gstaad,2023-12-15,2023-12-16,Snowshoes,31.5,2,15.75,clothes
Gstaad – Bern Region,Gstaad,2023-12-15,2023-12-16,Helmet,13.5,2,6.75,helmet
Gstaad – Bern Region,Gstaad,2023-12-15,2023-12-17,Ski Exclusive,142.2,3,47.4,ski
Gstaad – Bern Region,Gstaad,2023-12-15,2023-12-17,Ski Premium,120.6,3,40.199999999999996,ski
Gstaad – Bern Region,Gstaad,2023-12-15,2023-12-17,Ski Economy,99.0,3,33.0,ski
Gstaad – Bern Region,Gstaad,2023-12-15,2023-12-17,Skiboots premium,55.8,3,18.599999999999998,clothes
Gstaad – Bern Region,Gstaad,2023-12-15,2023-12-17,Skiboots economy,49.5,3,16.5,clothes
Gstaad – Bern Region,Gstaad,2023-12-15,2023-12-17,Nordic Set Skating,97.2,3,32.4,set
Gstaad – Bern Region,Gstaad,2023-12-15,2023-12-17,Nordic Set Classic,97.2,3,32.4,set
Gstaad – Bern Region,Gstaad,2023-12-15,2023-12-17,Snowshoes,41.4,3,13.799999999999999,clothes
Gstaad – Bern Region,Gstaad,2023-12-15,2023-12-17,Helmet,18.0,3,6.0,helmet
Scuol – Graubünden,Scuol,2023-12-15,2023-12-15,Ski Exclusive,59.4,1,59.4,ski
Scuol – Graubünden,Scuol,2023-12-15,2023-12-15,Ski Test,59.4,1,59.4,ski
Scuol – Graubünden,Scuol,2023-12-15,2023-12-15,Ski Premium,49.5,1,49.5,ski
Scuol – Graubünden,Scuol,2023-12-15,2023-12-15,Ski Economy,37.6,1,37.6,ski
Scuol – Graubünden,Scuol,2023-12-15,2023-12-15,Skiboots economy,18.8,1,18.8,clothes
Scuol – Graubünden,Scuol,2023-12-15,2023-12-15,Alpine economy touring ski,49.5,1,49.5,ski
Scuol – Graubünden,Scuol,2023-12-15,2023-12-15,Split Board,59.4,1,59.4,snowboard
Scuol – Graubünden,Scuol,2023-12-15,2023-12-15,Skiing jacket adult,18.8,1,18.8,clothes
Scuol – Graubünden,Scuol,2023-12-15,2023-12-15,Skiing pants adult,18.8,1,18.8,clothes
Scuol – Graubünden,Scuol,2023-12-15,2023-12-15,Snowboard Economy,37.6,1,37.6,snowboard
Scuol – Graubünden,Scuol,2023-12-15,2023-12-15,Snowboard boots economy,18.8,1,18.8,clothes
Scuol – Graubünden,Scuol,2023-12-15,2023-12-15,Nordic Set Skating,37.6,1,37.6,set
Scuol – Graubünden,Scuol,2023-12-15,2023-12-15,Nordic Set Classic,28.7,1,28.7,set
Scuol – Graubünden,Scuol,2023-12-15,2023-12-15,Toboggan,12.85,1,12.85,sledge
Scuol – Graubünden,Scuol,2023-12-15,2023-12-15,Helmet,8.9,1,8.9,helmet
Scuol – Graubünden,Scuol,2023-12-15,2023-12-15,Snowshoes,18.8,1,18.8,clothes
Scuol – Graubünden,Scuol,2023-12-15,2023-12-15,Back protection (shield),9.9,1,9.9,clothes
Scuol – Graubünden,Scuol,2023-12-15,2023-12-15,Sledges,10.0,1,10.0,sledge
Scuol – Graubünden,Scuol,2023-12-15,2023-12-15,Comfort Depot Box 2 persons,9.0,1,9.0,services
Scuol – Graubünden,Scuol,2023-12-15,2023-12-16,Ski Exclusive,108.9,2,54.45,ski
Scuol – Graubünden,Scuol,2023-12-15,2023-12-16,Ski Premium,89.1,2,44.55,ski
Scuol – Graubünden,Scuol,2023-12-15,2023-12-16,Ski Test,108.9,2,54.45,ski
Scuol – Graubünden,Scuol,2023-12-15,2023-12-16,Ski Economy,71.3,2,35.65,ski
Scuol – Graubünden,Scuol,2023-12-15,2023-12-16,Skiboots economy,35.65,2,17.825,clothes
Scuol – Graubünden,Scuol,2023-12-15,2023-12-16,Alpine economy touring ski,89.1,2,44.55,ski
Scuol – Graubünden,Scuol,2023-12-15,2023-12-16,Split Board,108.9,2,54.45,snowboard
Scuol – Graubünden,Scuol,2023-12-15,2023-12-16,Skiing pants adult,35.65,2,17.825,clothes
Scuol – Graubünden,Scuol,2023-12-15,2023-12-16,Skiing jacket adult,35.65,2,17.825,clothes
Scuol – Graubünden,Scuol,2023-12-15,2023-12-16,Snowboard Economy,71.3,2,35.65,snowboard
Scuol – Graubünden,Scuol,2023-12-15,2023-12-16,Snowboard boots economy,35.65,2,17.825,clothes
Scuol – Graubünden,Scuol,2023-12-15,2023-12-16,Nordic Set Skating,71.3,2,35.65,set
Scuol – Graubünden,Scuol,2023-12-15,2023-12-16,Nordic Set Classic,55.45,2,27.725,set
Scuol – Graubünden,Scuol,2023-12-15,2023-12-16,Snowshoes,35.65,2,17.825,clothes
Scuol – Graubünden,Scuol,2023-12-15,2023-12-16,Back protection (shield),15.85,2,7.925,clothes
Scuol – Graubünden,Scuol,2023-12-15,2023-12-16,Sledges,15.85,2,7.925,sledge
Scuol – Graubünden,Scuol,2023-12-15,2023-12-16,Toboggan,24.75,2,12.375,sledge
Scuol – Graubünden,Scuol,2023-12-15,2023-12-16,Helmet,15.85,2,7.925,helmet
Scuol – Graubünden,Scuol,2023-12-15,2023-12-16,Comfort Depot Box 2 persons,18.0,2,9.0,services
Scuol – Graubünden,Scuol,2023-12-15,2023-12-17,Ski Exclusive,148.5,3,49.5,ski
Scuol – Graubünden,Scuol,2023-12-15,2023-12-17,Ski Test,143.55,3,47.85,ski
Scuol – Graubünden,Scuol,2023-12-15,2023-12-17,Ski Premium,118.8,3,39.6,ski
Scuol – Graubünden,Scuol,2023-12-15,2023-12-17,Ski Economy,94.05,3,31.349999999999998,ski
Scuol – Graubünden,Scuol,2023-12-15,2023-12-17,Skiboots economy,48.5,3,16.166666666666668,clothes
Scuol – Graubünden,Scuol,2023-12-15,2023-12-17,Alpine economy touring ski,113.85,3,37.949999999999996,ski
Scuol – Graubünden,Scuol,2023-12-15,2023-12-17,Split Board,143.55,3,47.85,snowboard
Scuol – Graubünden,Scuol,2023-12-15,2023-12-17,Skiing jacket adult,48.5,3,16.166666666666668,clothes
Scuol – Graubünden,Scuol,2023-12-15,2023-12-17,Skiing pants adult,48.5,3,16.166666666666668,clothes
Scuol – Graubünden,Scuol,2023-12-15,2023-12-17,Snowboard Economy,89.1,3,29.7,snowboard
Scuol – Graubünden,Scuol,2023-12-15,2023-12-17,Snowboard boots economy,48.5,3,16.166666666666668,clothes
Scuol – Graubünden,Scuol,2023-12-15,2023-12-17,Nordic Set Classic,72.25,3,24.083333333333332,set
Scuol – Graubünden,Scuol,2023-12-15,2023-12-17,Nordic Set Skating,89.1,3,29.7,set
Scuol – Graubünden,Scuol,2023-12-15,2023-12-17,Toboggan,33.65,3,11.216666666666667,sledge
Scuol – Graubünden,Scuol,2023-12-15,2023-12-17,Helmet,20.8,3,6.933333333333334,helmet
Scuol – Graubünden,Scuol,2023-12-15,2023-12-17,Snowshoes,48.5,3,16.166666666666668,clothes
Scuol – Graubünden,Scuol,2023-12-15,2023-12-17,Back protection (shield),21.8,3,7.266666666666667,clothes
Scuol – Graubünden,Scuol,2023-12-15,2023-12-17,Sledges,21.8,3,7.266666666666667,sledge
Scuol – Graubünden,Scuol,2023-12-15,2023-12-17,Comfort Depot Box 2 persons,27.0,3,9.0,services
Les Diablerets – Canton of Vaud,Les Diablerets,2023-12-15,2023-12-15,Ski Exclusive,48.0,1,48.0,ski
Les Diablerets – Canton of Vaud,Les Diablerets,2023-12-15,2023-12-15,Ski Premium,40.0,1,40.0,ski
Les Diablerets – Canton of Vaud,Les Diablerets,2023-12-15,2023-12-15,Ski Economy,30.4,1,30.4,ski
Les Diablerets – Canton of Vaud,Les Diablerets,2023-12-15,2023-12-15,Ski Budget,22.4,1,22.4,ski
Les Diablerets – Canton of Vaud,Les Diablerets,2023-12-15,2023-12-15,Skiboots economy,15.2,1,15.2,clothes
Les Diablerets – Canton of Vaud,Les Diablerets,2023-12-15,2023-12-15,Alpine touring ski boots,15.2,1,15.2,clothes
Les Diablerets – Canton of Vaud,Les Diablerets,2023-12-15,2023-12-15,Telemark skiboots,15.2,1,15.2,clothes
Les Diablerets – Canton of Vaud,Les Diablerets,2023-12-15,2023-12-15,Touring Ski Premium,40.0,1,40.0,ski
Les Diablerets – Canton of Vaud,Les Diablerets,2023-12-15,2023-12-15,Snowboard Economy,30.4,1,30.4,snowboard
Les Diablerets – Canton of Vaud,Les Diablerets,2023-12-15,2023-12-15,Snowboard boots economy,15.2,1,15.2,clothes
Les Diablerets – Canton of Vaud,Les Diablerets,2023-12-15,2023-12-15,Nordic Set Classic,22.4,1,22.4,set
Les Diablerets – Canton of Vaud,Les Diablerets,2023-12-15,2023-12-15,Nordic Set Skating,30.4,1,30.4,set
Les Diablerets – Canton of Vaud,Les Diablerets,2023-12-15,2023-12-15,Helmet,6.4,1,6.4,helmet
Les Diablerets – Canton of Vaud,Les Diablerets,2023-12-15,2023-12-15,Snowshoes,15.2,1,15.2,clothes
Les Diablerets – Canton of Vaud,Les Diablerets,2023-12-15,2023-12-16,Ski Exclusive,87.2,2,43.6,ski
Les Diablerets – Canton of Vaud,Les Diablerets,2023-12-15,2023-12-16,Ski Premium,72.0,2,36.0,ski
Les Diablerets – Canton of Vaud,Les Diablerets,2023-12-15,2023-12-16,Ski Economy,57.6,2,28.8,ski
Les Diablerets – Canton of Vaud,Les Diablerets,2023-12-15,2023-12-16,Ski Budget,40.8,2,20.4,ski
