location,location_town,first_rental_day,return_date,gear_name,price,rental_duration,price_per_day,gear_class
Les Diablerets – Canton of Vaud,Les Diablerets,2023-12-15,2023-12-16,Skiboots economy,28.8,2,14.4,clothes
Les Diablerets – Canton of Vaud,Les Diablerets,2023-12-15,2023-12-16,Alpine touring ski boots,28.8,2,14.4,clothes
Les Diablerets – Canton of Vaud,Les Diablerets,2023-12-15,2023-12-16,Telemark skiboots,28.8,2,14.4,clothes
Les Diablerets – Canton of Vaud,Les Diablerets,2023-12-15,2023-12-16,Touring Ski Premium,72.0,2,36.0,ski
Les Diablerets – Canton of Vaud,Les Diablerets,2023-12-15,2023-12-16,Snowboard Economy,57.6,2,28.8,snowboard
Les Diablerets – Canton of Vaud,Les Diablerets,2023-12-15,2023-12-16,Snowboard boots economy,28.8,2,14.4,clothes
Les Diablerets – Canton of Vaud,Les Diablerets,2023-12-15,2023-12-16,Nordic Set Skating,57.6,2,28.8,set
Les Diablerets – Canton of Vaud,Les Diablerets,2023-12-15,2023-12-16,Nordic Set Classic,40.8,2,20.4,set
Les Diablerets – Canton of Vaud,Les Diablerets,2023-12-15,2023-12-16,Helmet,11.2,2,5.6,helmet
Les Diablerets – Canton of Vaud,Les Diablerets,2023-12-15,2023-12-16,Snowshoes,28.8,2,14.4,clothes
Les Diablerets – Canton of Vaud,Les Diablerets,2023-12-15,2023-12-17,Ski Exclusive,110.4,3,36.800000000000004,ski
Les Diablerets – Canton of Vaud,Les Diablerets,2023-12-15,2023-12-17,Ski Premium,92.0,3,30.666666666666668,ski
Les Diablerets – Canton of Vaud,Les Diablerets,2023-12-15,2023-12-17,Ski Economy,71.2,3,23.733333333333334,ski
Les Diablerets – Canton of Vaud,Les Diablerets,2023-12-15,2023-12-17,Ski Budget,52.0,3,17.333333333333332,ski
Les Diablerets – Canton of Vaud,Les Diablerets,2023-12-15,2023-12-17,Skiboots economy,37.6,3,12.533333333333333,clothes
Les Diablerets – Canton of Vaud,Les Diablerets,2023-12-15,2023-12-17,Alpine touring ski boots,37.6,3,12.533333333333333,clothes
Les Diablerets – Canton of Vaud,Les Diablerets,2023-12-15,2023-12-17,Telemark skiboots,37.6,3,12.533333333333333,clothes
Les Diablerets – Canton of Vaud,Les Diablerets,2023-12-15,2023-12-17,Touring Ski Premium,92.0,3,30.666666666666668,ski
Les Diablerets – Canton of Vaud,Les Diablerets,2023-12-15,2023-12-17,Snowboard Economy,71.2,3,23.733333333333334,snowboard
Les Diablerets – Canton of Vaud,Les Diablerets,2023-12-15,2023-12-17,Snowboard boots economy,37.6,3,12.533333333333333,clothes
Les Diablerets – Canton of Vaud,Les Diablerets,2023-12-15,2023-12-17,Nordic Set Skating,71.2,3,23.733333333333334,set
Les Diablerets – Canton of Vaud,Les Diablerets,2023-12-15,2023-12-17,Nordic Set Classic,52.0,3,17.333333333333332,set
Les Diablerets – Canton of Vaud,Les Diablerets,2023-12-15,2023-12-17,Helmet,14.4,3,4.8,helmet
Les Diablerets – Canton of Vaud,Les Diablerets,2023-12-15,2023-12-17,Snowshoes,37.6,3,12.533333333333333,clothes
Villars-sur-Ollon – Canton of Vaud,Villars-sur-Ollon,2023-12-15,2023-12-15,Ski Premium,49.5,1,49.5,ski
Villars-sur-Ollon – Canton of Vaud,Villars-sur-Ollon,2023-12-15,2023-12-15,Ski Economy,36.9,1,36.9,ski
Villars-sur-Ollon – Canton of Vaud,Villars-sur-Ollon,2023-12-15,2023-12-15,Ski Budget,27.0,1,27.0,ski
Villars-sur-Ollon – Canton of Vaud,Villars-sur-Ollon,2023-12-15,2023-12-15,Skiboots economy,18.0,1,18.0,clothes
Villars-sur-Ollon – Canton of Vaud,Villars-sur-Ollon,2023-12-15,2023-12-15,Alpine touring ski boots,18.0,1,18.0,clothes
Villars-sur-Ollon – Canton of Vaud,Villars-sur-Ollon,2023-12-15,2023-12-15,Touring Set Premium,76.5,1,76.5,set
Villars-sur-Ollon – Canton of Vaud,Villars-sur-Ollon,2023-12-15,2023-12-15,Snowboard premium,49.5,1,49.5,snowboard
Villars-sur-Ollon – Canton of Vaud,Villars-sur-Ollon,2023-12-15,2023-12-15,Snowboard Economy,36.9,1,36.9,snowboard
Villars-sur-Ollon – Canton of Vaud,Villars-sur-Ollon,2023-12-15,2023-12-15,Snowboard Budget,27.0,1,27.0,snowboard
Villars-sur-Ollon – Canton of Vaud,Villars-sur-Ollon,2023-12-15,2023-12-15,Snowboard boots economy,18.0,1,18.0,clothes
Villars-sur-Ollon – Canton of Vaud,Villars-sur-Ollon,2023-12-15,2023-12-15,Nordic Set Skating,36.9,1,36.9,set
Villars-sur-Ollon – Canton of Vaud,Villars-sur-Ollon,2023-12-15,2023-12-15,Nordic Set Classic,27.0,1,27.0,set
Villars-sur-Ollon – Canton of Vaud,Villars-sur-Ollon,2023-12-15,2023-12-15,Snowshoes,17.1,1,17.1,clothes
Villars-sur-Ollon – Canton of Vaud,Villars-sur-Ollon,2023-12-15,2023-12-15,Sledges,9.0,1,9.0,sledge
Villars-sur-Ollon – Canton of Vaud,Villars-sur-Ollon,2023-12-15,2023-12-15,Helmet,9.0,1,9.0,helmet
Villars-sur-Ollon – Canton of Vaud,Villars-sur-Ollon,2023-12-15,2023-12-16,Ski Premium,85.5,2,42.75,ski
Villars-sur-Ollon – Canton of Vaud,Villars-sur-Ollon,2023-12-15,2023-12-16,Ski Economy,70.2,2,35.1,ski
Villars-sur-Ollon – Canton of Vaud,Villars-sur-Ollon,2023-12-15,2023-12-16,Ski Budget,49.5,2,24.75,ski
Villars-sur-Ollon – Canton of Vaud,Villars-sur-Ollon,2023-12-15,2023-12-16,Skiboots economy,35.1,2,17.55,clothes
Villars-sur-Ollon – Canton of Vaud,Villars-sur-Ollon,2023-12-15,2023-12-16,Alpine touring ski boots,35.1,2,17.55,clothes
Villars-sur-Ollon – Canton of Vaud,Villars-sur-Ollon,2023-12-15,2023-12-16,Touring Set Premium,134.1,2,67.05,set
Villars-sur-Ollon – Canton of Vaud,Villars-sur-Ollon,2023-12-15,2023-12-16,Snowboard premium,85.5,2,42.75,snowboard
Villars-sur-Ollon – Canton of Vaud,Villars-sur-Ollon,2023-12-15,2023-12-16,Snowboard Economy,70.2,2,35.1,snowboard
Villars-sur-Ollon – Canton of Vaud,Villars-sur-Ollon,2023-12-15,2023-12-16,Snowboard Budget,49.5,2,24.75,snowboard
Villars-sur-Ollon – Canton of Vaud,Villars-sur-Ollon,2023-12-15,2023-12-16,Snowboard boots economy,35.1,2,17.55,clothes
Villars-sur-Ollon – Canton of Vaud,Villars-sur-Ollon,2023-12-15,2023-12-16,Nordic Set Skating,70.2,2,35.1,set
Villars-sur-Ollon – Canton of Vaud,Villars-sur-Ollon,2023-12-15,2023-12-16,Nordic Set Classic,49.5,2,24.75,set
Villars-sur-Ollon – Canton of Vaud,Villars-sur-Ollon,2023-12-15,2023-12-16,Snowshoes,32.4,2,16.2,clothes
Villars-sur-Ollon – Canton of Vaud,Villars-sur-Ollon,2023-12-15,2023-12-16,Sledges,16.2,2,8.1,sledge
Villars-sur-Ollon – Canton of Vaud,Villars-sur-Ollon,2023-12-15,2023-12-16,Helmet,16.2,2,8.1,helmet
Villars-sur-Ollon – Canton of Vaud,Villars-sur-Ollon,2023-12-15,2023-12-17,Ski Premium,112.5,3,37.5,ski
Villars-sur-Ollon – Canton of Vaud,Villars-sur-Ollon,2023-12-15,2023-12-17,Ski Economy,86.4,3,28.8,ski
Villars-sur-Ollon – Canton of Vaud,Villars-sur-Ollon,2023-12-15,2023-12-17,Ski Budget,63.0,3,21.0,ski
Villars-sur-Ollon – Canton of Vaud,Villars-sur-Ollon,2023-12-15,2023-12-17,Skiboots economy,45.9,3,15.299999999999999,clothes
Villars-sur-Ollon – Canton of Vaud,Villars-sur-Ollon,2023-12-15,2023-12-17,Alpine touring ski boots,45.9,3,15.299999999999999,clothes
Villars-sur-Ollon – Canton of Vaud,Villars-sur-Ollon,2023-12-15,2023-12-17,Touring Set Premium,185.4,3,61.800000000000004,set
Villars-sur-Ollon – Canton of Vaud,Villars-sur-Ollon,2023-12-15,2023-12-17,Snowboard premium,112.5,3,37.5,snowboard
Villars-sur-Ollon – Canton of Vaud,Villars-sur-Ollon,2023-12-15,2023-12-17,Snowboard Economy,86.4,3,28.8,snowboard
Villars-sur-Ollon – Canton of Vaud,Villars-sur-Ollon,2023-12-15,2023-12-17,Snowboard Budget,63.0,3,21.0,snowboard
Villars-sur-Ollon – Canton of Vaud,Villars-sur-Ollon,2023-12-15,2023-12-17,Snowboard boots economy,45.9,3,15.299999999999999,clothes
Villars-sur-Ollon – Canton of Vaud,Villars-sur-Ollon,2023-12-15,2023-12-17,Nordic Set Classic,63.0,3,21.0,set
Villars-sur-Ollon – Canton of Vaud,Villars-sur-Ollon,2023-12-15,2023-12-17,Nordic Set Skating,86.4,3,28.8,set
Villars-sur-Ollon – Canton of Vaud,Villars-sur-Ollon,2023-12-15,2023-12-17,Snowshoes,42.3,3,14.1,clothes
Villars-sur-Ollon – Canton of Vaud,Villars-sur-Ollon,2023-12-15,2023-12-17,Sledges,21.6,3,7.2,sledge
Villars-sur-Ollon – Canton of Vaud,Villars-sur-Ollon,2023-12-15,2023-12-17,Helmet,21.6,3,7.2,helmet
La Roche - La Berra – Region of Fribourg,La Roche - La Berra,2023-12-15,2023-12-15,Ski Superior,32.4,1,32.4,ski
La Roche - La Berra – Region of Fribourg,La Roche - La Berra,2023-12-15,2023-12-15,Ski Premium,26.1,1,26.1,ski
La Roche - La Berra – Region of Fribourg,La Roche - La Berra,2023-12-15,2023-12-15,Ski Economy,23.4,1,23.4,ski
La Roche - La Berra – Region of Fribourg,La Roche - La Berra,2023-12-15,2023-12-15,Skiboots economy,10.8,1,10.8,clothes
La Roche - La Berra – Region of Fribourg,La Roche - La Berra,2023-12-15,2023-12-15,Alpine touring ski,32.4,1,32.4,ski
La Roche - La Berra – Region of Fribourg,La Roche - La Berra,2023-12-15,2023-12-15,Ski jacket and ski pants,45.0,1,45.0,clothes
La Roche - La Berra – Region of Fribourg,La Roche - La Berra,2023-12-15,2023-12-15,Alpine touring ski boots,10.8,1,10.8,clothes
La Roche - La Berra – Region of Fribourg,La Roche - La Berra,2023-12-15,2023-12-15,Ski helmet,6.3,1,6.3,helmet
La Roche - La Berra – Region of Fribourg,La Roche - La Berra,2023-12-15,2023-12-15,Snowboard Economy,23.4,1,23.4,snowboard
La Roche - La Berra – Region of Fribourg,La Roche - La Berra,2023-12-15,2023-12-15,Snowboard boots Premium,10.8,1,10.8,clothes
La Roche - La Berra – Region of Fribourg,La Roche - La Berra,2023-12-15,2023-12-15,Snowblades,13.5,1,13.5,ski
La Roche - La Berra – Region of Fribourg,La Roche - La Berra,2023-12-15,2023-12-15,Snow shoes incl. poles,10.8,1,10.8,clothes
La Roche - La Berra – Region of Fribourg,La Roche - La Berra,2023-12-15,2023-12-15,Skating shoes,5.4,1,5.4,clothes
La Roche - La Berra – Region of Fribourg,La Roche - La Berra,2023-12-15,2023-12-16,Ski Superior,59.4,2,29.7,ski
La Roche - La Berra – Region of Fribourg,La Roche - La Berra,2023-12-15,2023-12-16,Ski Premium,51.3,2,25.65,ski
La Roche - La Berra – Region of Fribourg,La Roche - La Berra,2023-12-15,2023-12-16,Ski Economy,42.3,2,21.15,ski
La Roche - La Berra – Region of Fribourg,La Roche - La Berra,2023-12-15,2023-12-16,Skiboots economy,20.7,2,10.35,clothes
La Roche - La Berra – Region of Fribourg,La Roche - La Berra,2023-12-15,2023-12-16,Alpine touring ski,59.4,2,29.7,ski
La Roche - La Berra – Region of Fribourg,La Roche - La Berra,2023-12-15,2023-12-16,Ski jacket and ski pants,79.0,2,39.5,clothes
La Roche - La Berra – Region of Fribourg,La Roche - La Berra,2023-12-15,2023-12-16,Alpine touring ski boots,20.7,2,10.35,clothes
La Roche - La Berra – Region of Fribourg,La Roche - La Berra,2023-12-15,2023-12-16,Ski helmet,10.8,2,5.4,helmet
La Roche - La Berra – Region of Fribourg,La Roche - La Berra,2023-12-15,2023-12-16,Snowboard Economy,42.3,2,21.15,snowboard
La Roche - La Berra – Region of Fribourg,La Roche - La Berra,2023-12-15,2023-12-16,Snowboard boots Premium,20.7,2,10.35,clothes
La Roche - La Berra – Region of Fribourg,La Roche - La Berra,2023-12-15,2023-12-16,Snowblades,26.1,2,13.05,ski
La Roche - La Berra – Region of Fribourg,La Roche - La Berra,2023-12-15,2023-12-16,Snow shoes incl. poles,20.7,2,10.35,clothes
La Roche - La Berra – Region of Fribourg,La Roche - La Berra,2023-12-15,2023-12-16,Skating shoes,8.1,2,4.05,clothes
La Roche - La Berra – Region of Fribourg,La Roche - La Berra,2023-12-15,2023-12-17,Ski Superior,83.7,3,27.900000000000002,ski
La Roche - La Berra – Region of Fribourg,La Roche - La Berra,2023-12-15,2023-12-17,Ski Premium,74.7,3,24.900000000000002,ski
La Roche - La Berra – Region of Fribourg,La Roche - La Berra,2023-12-15,2023-12-17,Ski Economy,61.2,3,20.400000000000002,ski
La Roche - La Berra – Region of Fribourg,La Roche - La Berra,2023-12-15,2023-12-17,Skiboots economy,26.1,3,8.700000000000001,clothes
La Roche - La Berra – Region of Fribourg,La Roche - La Berra,2023-12-15,2023-12-17,Alpine touring ski,83.7,3,27.900000000000002,ski
La Roche - La Berra – Region of Fribourg,La Roche - La Berra,2023-12-15,2023-12-17,Ski jacket and ski pants,109.0,3,36.333333333333336,clothes
La Roche - La Berra – Region of Fribourg,La Roche - La Berra,2023-12-15,2023-12-17,Alpine touring ski boots,26.1,3,8.700000000000001,clothes
La Roche - La Berra – Region of Fribourg,La Roche - La Berra,2023-12-15,2023-12-17,Ski helmet,14.4,3,4.8,helmet
La Roche - La Berra – Region of Fribourg,La Roche - La Berra,2023-12-15,2023-12-17,Snowboard Economy,61.2,3,20.400000000000002,snowboard
La Roche - La Berra – Region of Fribourg,La Roche - La Berra,2023-12-15,2023-12-17,Snowboard boots Premium,26.1,3,8.700000000000001,clothes
La Roche - La Berra – Region of Fribourg,La Roche - La Berra,2023-12-15,2023-12-17,Snowblades,35.1,3,11.700000000000001,ski
La Roche - La Berra – Region of Fribourg,La Roche - La Berra,2023-12-15,2023-12-17,Snow shoes incl. poles,26.1,3,8.700000000000001,clothes
La Roche - La Berra – Region of Fribourg,La Roche - La Berra,2023-12-15,2023-12-17,Skating shoes,10.8,3,3.6,clothes
Veysonnaz – Valais,Veysonnaz,2023-12-15,2023-12-15,Ski Exclusive,54.0,1,54.0,ski
Veysonnaz – Valais,Veysonnaz,2023-12-15,2023-12-15,Ski Premium,45.0,1,45.0,ski
Veysonnaz – Valais,Veysonnaz,2023-12-15,2023-12-15,Ski Economy,36.0,1,36.0,ski
Veysonnaz – Valais,Veysonnaz,2023-12-15,2023-12-15,Ski Budget,27.0,1,27.0,ski
Veysonnaz – Valais,Veysonnaz,2023-12-15,2023-12-15,Skiboots premium,17.1,1,17.1,clothes
Veysonnaz – Valais,Veysonnaz,2023-12-15,2023-12-15,Skiboots economy,13.5,1,13.5,clothes
Veysonnaz – Valais,Veysonnaz,2023-12-15,2023-12-15,Snowboard Economy,36.0,1,36.0,snowboard
Veysonnaz – Valais,Veysonnaz,2023-12-15,2023-12-15,Snowboard boots economy,13.5,1,13.5,clothes
Veysonnaz – Valais,Veysonnaz,2023-12-15,2023-12-15,Helmet,10.8,1,10.8,helmet
Veysonnaz – Valais,Veysonnaz,2023-12-15,2023-12-16,Ski Exclusive,90.0,2,45.0,ski
Veysonnaz – Valais,Veysonnaz,2023-12-15,2023-12-16,Ski Premium,81.0,2,40.5,ski
Veysonnaz – Valais,Veysonnaz,2023-12-15,2023-12-16,Ski Economy,67.5,2,33.75,ski
Veysonnaz – Valais,Veysonnaz,2023-12-15,2023-12-16,Ski Budget,49.5,2,24.75,ski
Veysonnaz – Valais,Veysonnaz,2023-12-15,2023-12-16,Skiboots premium,32.4,2,16.2,clothes
Veysonnaz – Valais,Veysonnaz,2023-12-15,2023-12-16,Skiboots economy,25.2,2,12.6,clothes
Veysonnaz – Valais,Veysonnaz,2023-12-15,2023-12-16,Snowboard Economy,67.5,2,33.75,snowboard
Veysonnaz – Valais,Veysonnaz,2023-12-15,2023-12-16,Snowboard boots economy,25.2,2,12.6,clothes
Veysonnaz – Valais,Veysonnaz,2023-12-15,2023-12-16,Helmet,18.0,2,9.0,helmet
Veysonnaz – Valais,Veysonnaz,2023-12-15,2023-12-17,Ski Exclusive,110.5,3,36.833333333333336,ski
Veysonnaz – Valais,Veysonnaz,2023-12-15,2023-12-17,Ski Premium,97.75,3,32.583333333333336,ski
Veysonnaz – Valais,Veysonnaz,2023-12-15,2023-12-17,Ski Economy,80.75,3,26.916666666666668,ski
Veysonnaz – Valais,Veysonnaz,2023-12-15,2023-12-17,Ski Budget,59.5,3,19.833333333333332,ski
Veysonnaz – Valais,Veysonnaz,2023-12-15,2023-12-17,Skiboots premium,39.95,3,13.316666666666668,clothes
Veysonnaz – Valais,Veysonnaz,2023-12-15,2023-12-17,Skiboots economy,29.75,3,9.916666666666666,clothes
Veysonnaz – Valais,Veysonnaz,2023-12-15,2023-12-17,Snowboard Economy,80.75,3,26.916666666666668,snowboard
Veysonnaz – Valais,Veysonnaz,2023-12-15,2023-12-17,Snowboard boots economy,29.75,3,9.916666666666666,clothes
Veysonnaz – Valais,Veysonnaz,2023-12-15,2023-12-17,Helmet,21.25,3,7.083333333333333,helmet
La Forclaz VS – Valais,La Forclaz,2023-12-15,2023-12-15,Ski Superior,32.4,1,32.4,ski
La Forclaz VS – Valais,La Forclaz,2023-12-15,2023-12-15,Ski Premium,26.1,1,26.1,ski
La Forclaz VS – Valais,La Forclaz,2023-12-15,2023-12-15,Ski Economy,23.4,1,23.4,ski
La Forclaz VS – Valais,La Forclaz,2023-12-15,2023-12-15,Skiboots economy,10.8,1,10.8,clothes
La Forclaz VS – Valais,La Forclaz,2023-12-15,2023-12-15,Alpine touring ski,32.4,1,32.4,ski
La Forclaz VS – Valais,La Forclaz,2023-12-15,2023-12-15,Ski jacket and ski pants,45.0,1,45.0,clothes
La Forclaz VS – Valais,La Forclaz,2023-12-15,2023-12-15,Alpine touring ski boots,10.8,1,10.8,clothes
La Forclaz VS – Valais,La Forclaz,2023-12-15,2023-12-15,Ski helmet,6.3,1,6.3,helmet
La Forclaz VS – Valais,La Forclaz,2023-12-15,2023-12-15,Snowboard Economy,23.4,1,23.4,snowboard
La Forclaz VS – Valais,La Forclaz,2023-12-15,2023-12-15,Snowboard boots Premium,10.8,1,10.8,clothes
La Forclaz VS – Valais,La Forclaz,2023-12-15,2023-12-15,Snowblades,13.5,1,13.5,ski
La Forclaz VS – Valais,La Forclaz,2023-12-15,2023-12-15,Snow shoes incl. poles,10.8,1,10.8,clothes
La Forclaz VS – Valais,La Forclaz,2023-12-15,2023-12-15,Skating shoes,5.4,1,5.4,clothes
La Forclaz VS – Valais,La Forclaz,2023-12-15,2023-12-16,Ski Superior,59.4,2,29.7,ski
La Forclaz VS – Valais,La Forclaz,2023-12-15,2023-12-16,Ski Premium,51.3,2,25.65,ski
La Forclaz VS – Valais,La Forclaz,2023-12-15,2023-12-16,Ski Economy,42.3,2,21.15,ski
La Forclaz VS – Valais,La Forclaz,2023-12-15,2023-12-16,Skiboots economy,20.7,2,10.35,clothes
La Forclaz VS – Valais,La Forclaz,2023-12-15,2023-12-16,Alpine touring ski,59.4,2,29.7,ski
La Forclaz VS – Valais,La Forclaz,2023-12-15,2023-12-16,Ski jacket and ski pants,79.0,2,39.5,clothes
La Forclaz VS – Valais,La Forclaz,2023-12-15,2023-12-16,Alpine touring ski boots,20.7,2,10.35,clothes
La Forclaz VS – Valais,La Forclaz,2023-12-15,2023-12-16,Ski helmet,10.8,2,5.4,helmet
La Forclaz VS – Valais,La Forclaz,2023-12-15,2023-12-16,Snowboard Economy,42.3,2,21.15,snowboard
La Forclaz VS – Valais,La Forclaz,2023-12-15,2023-12-16,Snowboard boots Premium,20.7,2,10.35,clothes
La Forclaz VS – Valais,La Forclaz,2023-12-15,2023-12-16,Snowblades,26.1,2,13.05,ski
La Forclaz VS – Valais,La Forclaz,2023-12-15,2023-12-16,Snow shoes incl. poles,20.7,2,10.35,clothes
La Forclaz VS – Valais,La Forclaz,2023-12-15,2023-12-16,Skating shoes,8.1,2,4.05,clothes
La Forclaz VS – Valais,La Forclaz,2023-12-15,2023-12-17,Ski Superior,83.7,3,27.900000000000002,ski
La Forclaz VS – Valais,La Forclaz,2023-12-15,2023-12-17,Ski Premium,74.7,3,24.900000000000002,ski
La Forclaz VS – Valais,La Forclaz,2023-12-15,2023-12-17,Ski Economy,61.2,3,20.400000000000002,ski
La Forclaz VS – Valais,La Forclaz,2023-12-15,2023-12-17,Skiboots economy,26.1,3,8.700000000000001,clothes
La Forclaz VS – Valais,La Forclaz,2023-12-15,2023-12-17,Alpine touring ski,83.7,3,27.900000000000002,ski
La Forclaz VS – Valais,La Forclaz,2023-12-15,2023-12-17,Ski jacket and ski pants,109.0,3,36.333333333333336,clothes
La Forclaz VS – Valais,La Forclaz,2023-12-15,2023-12-17,Alpine touring ski boots,26.1,3,8.700000000000001,clothes
La Forclaz VS – Valais,La Forclaz,2023-12-15,2023-12-17,Ski helmet,14.4,3,4.8,helmet
La Forclaz VS – Valais,La Forclaz,2023-12-15,2023-12-17,Snowboard Economy,61.2,3,20.400000000000002,snowboard
La Forclaz VS – Valais,La Forclaz,2023-12-15,2023-12-17,Snowboard boots Premium,26.1,3,8.700000000000001,clothes
La Forclaz VS – Valais,La Forclaz,2023-12-15,2023-12-17,Snowblades,35.1,3,11.700000000000001,ski
La Forclaz VS – Valais,La Forclaz,2023-12-15,2023-12-17,Snow shoes incl. poles,26.1,3,8.700000000000001,clothes
La Forclaz VS – Valais,La Forclaz,2023-12-15,2023-12-17,Skating shoes,10.8,3,3.6,clothes
Vercorin – Valais,Vercorin,2023-12-15,2023-12-15,Ski Exclusive,49.5,1,49.5,ski
Vercorin – Valais,Vercorin,2023-12-15,2023-12-15,Ski Premium,34.2,1,34.2,ski
Vercorin – Valais,Vercorin,2023-12-15,2023-12-15,Ski Budget,26.1,1,26.1,ski
Vercorin – Valais,Vercorin,2023-12-15,2023-12-15,Skiboots economy,13.5,1,13.5,clothes
Vercorin – Valais,Vercorin,2023-12-15,2023-12-15,Alpine touring ski boots,17.1,1,17.1,clothes
Vercorin – Valais,Vercorin,2023-12-15,2023-12-15,Telemark skiboots,17.1,1,17.1,clothes
Vercorin – Valais,Vercorin,2023-12-15,2023-12-15,Snowboard premium,49.5,1,49.5,snowboard
Vercorin – Valais,Vercorin,2023-12-15,2023-12-15,Snowboard Economy,34.2,1,34.2,snowboard
Vercorin – Valais,Vercorin,2023-12-15,2023-12-15,Nordic Set Classic,26.1,1,26.1,set
Vercorin – Valais,Vercorin,2023-12-15,2023-12-15,Helmet,10.8,1,10.8,helmet
Vercorin – Valais,Vercorin,2023-12-15,2023-12-16,Ski Exclusive,86.4,2,43.2,ski
Vercorin – Valais,Vercorin,2023-12-15,2023-12-16,Ski Premium,64.8,2,32.4,ski
Vercorin – Valais,Vercorin,2023-12-15,2023-12-16,Ski Budget,51.3,2,25.65,ski
Vercorin – Valais,Vercorin,2023-12-15,2023-12-16,Skiboots economy,26.1,2,13.05,clothes
Vercorin – Valais,Vercorin,2023-12-15,2023-12-16,Alpine touring ski boots,32.4,2,16.2,clothes
Vercorin – Valais,Vercorin,2023-12-15,2023-12-16,Telemark skiboots,32.4,2,16.2,clothes
Vercorin – Valais,Vercorin,2023-12-15,2023-12-16,Snowboard premium,86.4,2,43.2,snowboard
Vercorin – Valais,Vercorin,2023-12-15,2023-12-16,Snowboard Economy,64.8,2,32.4,snowboard
Vercorin – Valais,Vercorin,2023-12-15,2023-12-16,Nordic Set Classic,53.1,2,26.55,set
Vercorin – Valais,Vercorin,2023-12-15,2023-12-16,Helmet,20.7,2,10.35,helmet
Vercorin – Valais,Vercorin,2023-12-15,2023-12-17,Ski Exclusive,121.5,3,40.5,ski
Vercorin – Valais,Vercorin,2023-12-15,2023-12-17,Ski Premium,89.1,3,29.7,ski
Vercorin – Valais,Vercorin,2023-12-15,2023-12-17,Ski Budget,71.1,3,23.7,ski
Vercorin – Valais,Vercorin,2023-12-15,2023-12-17,Skiboots economy,36.0,3,12.0,clothes
Vercorin – Valais,Vercorin,2023-12-15,2023-12-17,Alpine touring ski boots,45.0,3,15.0,clothes
Vercorin – Valais,Vercorin,2023-12-15,2023-12-17,Telemark skiboots,45.0,3,15.0,clothes
Vercorin – Valais,Vercorin,2023-12-15,2023-12-17,Snowboard premium,121.5,3,40.5,snowboard
Vercorin – Valais,Vercorin,2023-12-15,2023-12-17,Snowboard Economy,89.1,3,29.7,snowboard
Vercorin – Valais,Vercorin,2023-12-15,2023-12-17,Nordic Set Classic,71.1,3,23.7,set
Vercorin – Valais,Vercorin,2023-12-15,2023-12-17,Helmet,27.9,3,9.299999999999999,helmet
Bad Ragaz – Eastern Switzerland / Liechtenstein,Bad Ragaz,2023-12-15,2023-12-15,Ski Superior,43.2,1,43.2,ski
Bad Ragaz – Eastern Switzerland / Liechtenstein,Bad Ragaz,2023-12-15,2023-12-15,Ski Premium,33.3,1,33.3,ski
Bad Ragaz – Eastern Switzerland / Liechtenstein,Bad Ragaz,2023-12-15,2023-12-15,Ski Economy,23.4,1,23.4,ski
Bad Ragaz – Eastern Switzerland / Liechtenstein,Bad Ragaz,2023-12-15,2023-12-15,Skiboots premium,17.1,1,17.1,clothes
Bad Ragaz – Eastern Switzerland / Liechtenstein,Bad Ragaz,2023-12-15,2023-12-15,Skiboots economy,13.5,1,13.5,clothes
Bad Ragaz – Eastern Switzerland / Liechtenstein,Bad Ragaz,2023-12-15,2023-12-15,Alpine touring ski Superior,43.2,1,43.2,ski
Bad Ragaz – Eastern Switzerland / Liechtenstein,Bad Ragaz,2023-12-15,2023-12-15,Alpine touring Premium,33.3,1,33.3,other
Bad Ragaz – Eastern Switzerland / Liechtenstein,Bad Ragaz,2023-12-15,2023-12-15,Ski jacket and ski pants,45.0,1,45.0,clothes
Bad Ragaz – Eastern Switzerland / Liechtenstein,Bad Ragaz,2023-12-15,2023-12-15,Alpine touring ski boots Premium,17.1,1,17.1,clothes
Bad Ragaz – Eastern Switzerland / Liechtenstein,Bad Ragaz,2023-12-15,2023-12-15,Ski helmet,5.4,1,5.4,helmet
Bad Ragaz – Eastern Switzerland / Liechtenstein,Bad Ragaz,2023-12-15,2023-12-15,Snowboard Premium,33.3,1,33.3,snowboard
Bad Ragaz – Eastern Switzerland / Liechtenstein,Bad Ragaz,2023-12-15,2023-12-15,Snowboard Economy,23.4,1,23.4,snowboard
Bad Ragaz – Eastern Switzerland / Liechtenstein,Bad Ragaz,2023-12-15,2023-12-15,Snowboard Superior,43.2,1,43.2,snowboard
Bad Ragaz – Eastern Switzerland / Liechtenstein,Bad Ragaz,2023-12-15,2023-12-15,Snowboard boots economy,13.5,1,13.5,clothes
Bad Ragaz – Eastern Switzerland / Liechtenstein,Bad Ragaz,2023-12-15,2023-12-15,Snow shoes incl. poles,12.6,1,12.6,clothes
Bad Ragaz – Eastern Switzerland / Liechtenstein,Bad Ragaz,2023-12-15,2023-12-16,Ski Superior,82.8,2,41.4,ski
Bad Ragaz – Eastern Switzerland / Liechtenstein,Bad Ragaz,2023-12-15,2023-12-16,Ski Premium,63.9,2,31.95,ski
Bad Ragaz – Eastern Switzerland / Liechtenstein,Bad Ragaz,2023-12-15,2023-12-16,Ski Economy,45.0,2,22.5,ski
Bad Ragaz – Eastern Switzerland / Liechtenstein,Bad Ragaz,2023-12-15,2023-12-16,Skiboots premium,32.4,2,16.2,clothes
